target_id	length	eff_length	est_counts	tpm
Smic1	426	207.831	0	0
Smic2	981	757.825	2	0.149032
Smic3	1044	820.748	0	0
Smic4	10524	10300.7	324	1.77621
Smic5	2184	1960.75	193	5.55845
Smic6	528	306.53	51	9.39539
Smic7	852	629.312	52	4.66612
Smic8	1980	1756.75	87	2.79659
Smic9	513	291.561	11	2.1305
Smic10	3087	2863.75	231	4.55508
Smic11	4134	3910.75	84	1.21294
Smic12	6045	5821.75	326	3.16215
Smic13	2631	2407.75	71	1.6652
Smic14	312	107.47	33	17.3398
Smic15	2481	2257.75	375	9.37938
Smic16	708	485.47	93	10.8178
Smic17	837	614.312	132	12.134
Smic18	1068	844.748	217	14.5061
Smic19	1980	1756.75	16	0.514315
Smic20	1905	1681.75	0	0
Smic21	996	772.748	0	0
Smic22	1980	1756.75	0	0
Smic23	1821	1597.75	225	7.9523
Smic24	2373	2149.75	208	5.46379
Smic25	1173	949.748	89	5.29176
Smic26	5430	5206.75	151.291	1.64084
Smic27	11499	11275.7	45	0.225365
Smic28	9642	9418.75	519	3.11166
Smic29	3465	3241.75	212	3.69296
Smic30	5217	4993.75	36	0.407094
Smic31	1281	1057.75	133	7.10048
Smic32	1134	910.748	68	4.21628
Smic33	747	524.421	19	2.04594
Smic34	4509	4285.75	713.535	9.40172
Smic35	663	440.751	12	1.53747
Smic36	3702	3478.75	200.971	3.26234
Smic37	1983	1759.75	43	1.37986
Smic38	648	425.796	42	5.57015
Smic39	1083	859.748	0	0
Smic40	4248	4024.75	131	1.83802
Smic41	8046	7822.75	222	1.60255
Smic42	3612	3388.75	110	1.83304
Smic43	2310	2086.75	160	4.32981
Smic44	345	135.142	0	0
Smic45	5580	5356.75	163	1.71832
Smic46	717	494.421	0	0
Smic47	2067	1843.75	0	0
Smic48	1422	1198.75	236	11.1174
Smic49	1440	1216.75	72	3.34157
Smic50	7827	7603.75	6	0.0445597
Smic51	894	671.117	41	3.44988
Smic52	375	161.241	0	0
Smic53	1182	958.748	0	0
Smic54	750	527.421	102	10.921
Smic55	2547	2323.75	23	0.55893
Smic56	360	147.941	0	0
Smic57	1452	1228.75	127	5.83659
