target_id	length	eff_length	est_counts	tpm
Smic1	426	216.743	0	0
Smic2	981	769.129	0	0
Smic3	1044	832.129	0	0
Smic4	10524	10312.1	187	1.27951
Smic5	2184	1972.13	122	4.36489
Smic6	528	318.039	8	1.77484
Smic7	852	640.697	29	3.1937
Smic8	1980	1768.13	46	1.83566
Smic9	513	303.101	43	10.0099
Smic10	3087	2875.13	74	1.81603
Smic11	4134	3922.13	52	0.935471
Smic12	6045	5833.13	167	2.02006
Smic13	2631	2419.13	52	1.51668
Smic14	312	110.72	28	17.8436
Smic15	2481	2269.13	227	7.05855
Smic16	708	497.255	34	4.82446
Smic17	837	625.697	85	9.58526
Smic18	1068	856.129	190	15.659
Smic19	1980	1768.13	14	0.55868
Smic20	1905	1693.13	0	0
Smic21	996	784.129	0	0
Smic22	1980	1768.13	0	0
Smic23	1821	1609.13	80	3.50791
Smic24	2373	2161.13	135	4.4076
Smic25	1173	961.129	98	7.19438
Smic26	5430	5218.13	170.232	2.30185
Smic27	11499	11287.1	11	0.0687635
Smic28	9642	9430.13	281	2.10251
Smic29	3465	3253.13	173	3.75227
Smic30	5217	5005.13	29	0.40882
Smic31	1281	1069.13	130	8.5795
Smic32	1134	922.129	9	0.688652
Smic33	747	536.1	41	5.39618
Smic34	4509	4297.13	773.163	12.6953
Smic35	663	452.542	3	0.467748
Smic36	3702	3490.13	254.538	5.14589
Smic37	1983	1771.13	37	1.47401
Smic38	648	437.63	0	0
Smic39	1083	871.129	0	0
Smic40	4248	4036.13	132	2.30759
Smic41	8046	7834.13	162	1.45906
Smic42	3612	3400.13	49	1.01683
Smic43	2310	2098.13	140	4.70809
Smic44	345	139.953	0	0
Smic45	5580	5368.13	109	1.43269
Smic46	717	506.255	0	0
Smic47	2067	1855.13	0	0
Smic48	1422	1210.13	91	5.30589
Smic49	1440	1228.13	31	1.78101
Smic50	7827	7615.13	0	0
Smic51	894	682.501	27	2.79132
Smic52	375	167.776	0	0
Smic53	1182	970.129	0	0
Smic54	750	539.1	75	9.81614
Smic55	2547	2335.13	8	0.241729
Smic56	360	153.641	0	0
Smic57	1452	1240.13	131	7.45338
Smic58	336	131.639	0	0
Smic59	669	458.542	0	0
Smic60	2397	2185.13	87	2.80925
Smic61	1974	1762.13	0	0
Smic62	867	655.501	0	0
Smic63	1680	1468.13	42	2.01852
Smic64	384	176.375	0	0
Smic65	6501	6289.13	0	0
Smic66	867	655.501	0	0
Smic67	528	318.039	0	0
Smic68	645	434.63	70	11.3639
Smic69	696	485.354	5	0.726877
Smic70	2052	1840.13	43	1.6488
Smic71	558	347.937	31	6.28651
Smic72	7701	7489.13	0	0
Smic73	1680	1468.13	0	0
Smic74	1659	1447.13	0	0
Smic75	471	261.247	0	0
Smic76	1341	1129.13	6	0.374936
Smic77	1809	1597.13	0	0
Smic78	408	199.452	0	0
Smic79	5526	5314.13	103	1.36758
Smic80	8853	8641.13	0	0
Smic81	3081	2869.13	0	0
Smic82	2970	2758.13	0	0
Smic83	11577	11365.1	71	0.440791
Smic84	2085	1873.13	48	1.8081
Smic85	687	476.401	15	2.22161
Smic86	2862	2650.13	0	0
Smic87	4305	4093.13	26.3402	0.45406
Smic88	4017	3805.13	12	0.222516
Smic89	2373	2161.13	4	0.130596
Smic90	9591	9379.13	83	0.624402
Smic91	591	380.755	0	0
Smic92	3213	3001.13	54	1.26957
Smic93	3789	3577.13	127	2.50506
Smic94	3246	3034.13	136	3.16267
Smic95	801	589.881	133	15.9088
Smic96	3297	3085.13	103	2.35566
Smic97	2724	2512.13	41	1.15157
Smic98	237	52.8769	0	0
Smic99	8709	8497.13	298	2.47453
Smic100	1356	1144.13	128	7.89376
Smic101	4716	4504.13	113	1.77018
Smic102	5841	5629.13	40	0.501381
Smic103	750	539.1	0	0
Smic104	207	34.3408	27	55.4756
Smic105	1641	1429.13	150	7.40574
Smic106	450	240.426	0	0
