target_id	length	eff_length	est_counts	tpm
Smic1	426	206.185	0	0
Smic2	981	757.003	0	0
Smic3	1044	819.927	0	0
Smic4	10524	10299.9	119	0.969714
Smic5	2184	1959.93	128	5.48152
Smic6	528	305.42	34	9.34356
Smic7	852	628.471	4	0.534202
Smic8	1980	1755.93	51	2.43778
Smic9	513	290.539	0	0
Smic10	3087	2862.93	181	5.30639
Smic11	4134	3909.93	63	1.35239
Smic12	6045	5820.93	157	2.2638
Smic13	2631	2406.93	55	1.91792
Smic14	312	106.616	52	40.9366
Smic15	2481	2256.93	298	11.0823
Smic16	708	484.771	65	11.254
Smic17	837	613.595	11	1.50467
Smic18	1068	843.927	176	17.504
Smic19	1980	1755.93	6	0.286798
Smic20	1905	1680.93	0	0
Smic21	996	771.927	0	0
Smic22	1980	1755.93	0	0
Smic23	1821	1596.93	118	6.20194
Smic24	2373	2148.93	141	5.50717
Smic25	1173	948.927	33	2.91885
Smic26	5430	5205.93	150.217	2.42187
Smic27	11499	11274.9	16	0.119107
Smic28	9642	9417.93	326	2.90531
Smic29	3465	3240.93	132	3.4185
Smic30	5217	4992.93	14	0.235344
Smic31	1281	1056.93	66	5.24119
Smic32	1134	909.927	34	3.13619
Smic33	747	523.771	17	2.72419
Smic34	4509	4284.93	573.639	11.2364
Smic35	663	439.818	63	12.0226
Smic36	3702	3477.93	185.222	4.46995
Smic37	1983	1758.93	58	2.76765
Smic38	648	424.861	8	1.58042
Smic39	1083	858.927	0	0
Smic40	4248	4023.93	99	2.06498
Smic41	8046	7821.93	195	2.09243
Smic42	3612	3387.93	52	1.28825
Smic43	2310	2085.93	70	2.81663
Smic44	345	133.611	0	0
Smic45	5580	5355.93	58	0.908917
Smic46	717	493.771	0	0
Smic47	2067	1842.93	0	0
Smic48	1422	1197.93	111	7.7772
Smic49	1440	1215.93	26	1.79472
Smic50	7827	7602.93	12	0.132474
Smic51	894	670.276	24	3.0053
Smic52	375	159.009	0	0
Smic53	1182	957.927	0	0
Smic54	750	526.771	62	9.87871
Smic55	2547	2322.93	0	0
Smic56	360	146.075	0	0
Smic57	1452	1227.93	24	1.64047
Smic58	336	126.208	0	0
Smic59	669	445.818	0	0
Smic60	2397	2172.93	67	2.58798
Smic61	1974	1749.93	0	0
Smic62	867	643.407	0	0
Smic63	1680	1455.93	2	0.115298
Smic64	384	167.187	0	0
Smic65	6501	6276.93	0	0
Smic66	867	643.407	0	0
Smic67	528	305.42	0	0
Smic68	645	421.861	30	5.96874
Smic69	696	472.771	0	0
Smic70	2052	1827.93	30	1.3775
Smic71	558	335.161	30	7.51274
Smic72	7701	7476.93	0	0
Smic73	1680	1455.93	0	0
Smic74	1659	1434.93	0	0
Smic75	471	249.482	0	0
Smic76	1341	1116.93	0	0
Smic77	1809	1584.93	0	0
Smic78	408	189.209	21	9.31556
Smic79	5526	5301.93	47	0.744037
Smic80	8853	8628.93	0	0
Smic81	3081	2856.93	0	0
Smic82	2970	2745.93	0	0
Smic83	11577	11352.9	67	0.495333
Smic84	2085	1860.93	22	0.992257
Smic85	687	463.818	12	2.17152
Smic86	2862	2637.93	8	0.254541
Smic87	4305	4080.93	21	0.431908
Smic88	4017	3792.93	0	0
Smic89	2373	2148.93	10.0002	0.390588
Smic90	9591	9366.93	16	0.143368
Smic91	591	368.022	0	0
Smic92	3213	2988.93	43	1.20749
Smic93	3789	3564.93	111	2.61338
Smic94	3246	3021.93	89	2.47193
Smic95	801	577.715	296	43.004
Smic96	3297	3072.93	122	3.33226
Smic97	2724	2499.93	35	1.17509
Smic98	237	53.0971	1	1.58074
Smic99	8709	8484.93	144	1.42444
Smic100	1356	1131.93	25	1.85375
Smic101	4716	4491.93	33	0.616612
Smic102	5841	5616.93	26	0.388513
Smic103	750	526.771	12	1.91201
Smic104	207	35.0395	48	114.978
Smic105	1641	1416.93	189	11.1955
Smic106	450	229.179	0	0
Smic107	1383	1158.93	3	0.217268
Smic108	1815	1590.93	55	2.90164
Smic109	1257	1032.93	84	6.82559
Smic110	960	736.003	180	20.5269
Smic111	432	211.953	0	0
Smic112	1224	999.927	0	0
Smic113	1011	786.927	0	0
Smic114	981	757.003	0	0
Smic115	1725	1500.93	65	3.63483
Smic116	1752	1527.93	14	0.769053
Smic117	1485	1260.93	30	1.99693
Smic118	261	68.8583	0	0
Smic119	10275	10050.9	44	0.367432
Smic120	1596	1371.93	122	7.46379
Smic121	8121	7896.93	0	0
Smic122	5316	5091.93	0	0
Smic123	3126	2901.93	25	0.723076
Smic124	336	126.208	23	15.2958
Smic125	489	267.04	0	0
Smic126	240	55.1912	6	9.12457
Smic127	288	88.5784	93	88.1223
Smic128	1158	933.927	0	0
Smic129	12531	12306.9	395	2.69388
Smic130	9963	9738.93	13	0.112037
Smic131	15693	15468.9	332	1.80139
Smic132	4320	4095.93	157	3.2172
Smic133	651	427.861	0	0
Smic134	1536	1311.93	0	0
Smic135	8673	8448.93	277	2.75175
Smic136	4059	3834.93	225	4.92443
Smic137	1191	966.927	102	8.85395
Smic138	1473	1248.93	44.0124	2.9578
Smic139	1593	1368.93	2	0.122625
Smic140	318	111.498	0	0
Smic141	972	748.003	93	10.4354
Smic142	9054	8829.93	0	0
Smic143	720	496.771	12	2.02747
Smic144	2163	1938.93	50	2.16441
Smic145	3831	3606.93	49	1.14022
Smic146	300	97.5607	21	18.0665
Smic147	1923	1698.93	19	0.938663
Smic148	2754	2529.93	460	15.2609
Smic149	855	631.407	19	2.52566
Smic150	726	502.771	3	0.50082
Smic151	1697	1472.93	0	0
Smic152	2064	1839.93	0	0
Smic153	1056	831.927	0	0
Smic154	1716	1491.93	25	1.40645
Smic155	726	502.771	7	1.16858
Smic156	897	673.209	3	0.374026
Smic157	981	757.003	62	6.87424
Smic158	615	391.944	0	0
Smic159	2568	2343.93	85	3.04373
Smic160	789	565.715	27	4.00587
Smic161	1929	1704.93	13	0.639983
Smic162	618	394.944	6	1.27511
Smic163	1587	1362.93	9	0.554243
Smic164	222	44.02	3	5.72008
Smic165	939	715.003	0	0
Smic166	8343	8118.93	0	0
Smic167	1125	900.927	33	3.07436
Smic168	282	83.8629	0	0
Smic169	942	718.003	0	0
Smic170	1062	837.927	42	4.20701
Smic171	1632	1407.93	103	6.14027
Smic172	1038	813.927	65	6.70284
Smic173	819	595.656	9	1.26817
Smic174	318	111.498	0	0
Smic175	1710	1485.93	19	1.07322
Smic176	3033	2808.93	51	1.52391
Smic177	5637	5412.93	82	1.27149
Smic178	2661	2436.93	60	2.06652
Smic179	8001	7776.93	9	0.0971326
Smic180	4557	4332.93	176	3.40927
Smic181	459	237.802	3	1.05886
Smic182	1824	1599.93	97	5.08865
Smic183	2445	2220.93	0	0
