target_id	length	eff_length	est_counts	tpm
Smic1	426	214.904	0	0
Smic2	981	767.094	1	0.0882108
Smic3	1044	830.016	0	0
Smic4	10524	10310	219	1.43733
Smic5	2184	1970.02	112	3.84697
Smic6	528	315.093	35	7.51621
Smic7	852	638.384	43	4.55782
Smic8	1980	1766.02	82	3.14188
Smic9	513	300.186	10	2.25414
Smic10	3087	2873.02	152	3.57994
Smic11	4134	3920.02	72	1.24284
Smic12	6045	5831.02	261	3.02877
Smic13	2631	2417.02	56	1.56776
Smic14	312	109.708	33	20.3538
Smic15	2481	2267.02	275	8.20821
Smic16	708	494.499	51	6.97872
Smic17	837	623.384	133	14.4366
Smic18	1068	854.016	150	11.8849
Smic19	1980	1766.02	6	0.229894
Smic20	1905	1691.02	0	0
Smic21	996	782.016	0	0
Smic22	1980	1766.02	0	0
Smic23	1821	1607.02	115	4.84226
Smic24	2373	2159.02	159	4.98324
Smic25	1173	959.016	74	5.22127
Smic26	5430	5216.02	98.1979	1.27389
Smic27	11499	11285	28	0.167891
Smic28	9642	9428.02	425	3.05028
Smic29	3465	3251.02	128	2.66417
Smic30	5217	5003.02	22	0.297551
Smic31	1281	1067.02	113	7.16602
Smic32	1134	920.016	43	3.16259
Smic33	747	533.499	17	2.15618
Smic34	4509	4295.02	581.027	9.15381
Smic35	663	449.778	19	2.85842
Smic36	3702	3488.02	168.41	3.26707
Smic37	1983	1769.02	31	1.18577
Smic38	648	434.778	8	1.24507
Smic39	1083	869.016	0	0
Smic40	4248	4034.02	94	1.57674
Smic41	8046	7832.02	189	1.6329
Smic42	3612	3398.02	107	2.13073
Smic43	2310	2096.02	86	2.77635
Smic44	345	138.216	0	0
Smic45	5580	5366.02	100	1.26101
Smic46	717	503.499	0	0
Smic47	2067	1853.02	0	0
Smic48	1422	1208.02	139	7.78596
Smic49	1440	1226.02	36	1.9869
Smic50	7827	7613.02	6	0.0533292
Smic51	894	680.319	30	2.98386
Smic52	375	165.897	1	0.407878
Smic53	1182	968.016	0	0
Smic54	750	536.499	59	7.44139
Smic55	2547	2333.02	8	0.232029
Smic56	360	152.012	0	0
Smic57	1452	1238.02	68	3.71666
Smic58	336	130.35	0	0
Smic59	669	455.687	6	0.890953
Smic60	2397	2183.02	46	1.42584
Smic61	1974	1760.02	134	5.15179
Smic62	867	653.319	37	3.83219
Smic63	1680	1466.02	51	2.35397
Smic64	384	174.328	0	0
Smic65	6501	6287.02	0	0
Smic66	867	653.319	0	0
Smic67	528	315.093	3	0.644247
Smic68	645	431.778	33	5.17159
Smic69	696	482.548	10	1.40226
Smic70	2052	1838.02	35	1.28851
Smic71	558	344.931	25	4.90431
Smic72	7701	7487.02	0	0
Smic73	1680	1466.02	0	0
Smic74	1659	1445.02	0	0
Smic75	471	258.611	0	0
Smic76	1341	1127.02	2	0.12008
Smic77	1809	1595.02	0	0
Smic78	408	197.258	9	3.0873
Smic79	5526	5312.02	56.7878	0.723379
Smic80	8853	8639.02	0	0
Smic81	3081	2867.02	0	0
Smic82	2970	2756.02	0	0
Smic83	11577	11363	52	0.309656
Smic84	2085	1871.02	28	1.01263
Smic85	687	473.596	8	1.14302
Smic86	2862	2648.02	5	0.127767
Smic87	4305	4091.02	15.3016	0.253091
Smic88	4017	3803.02	2	0.0355854
Smic89	2373	2159.02	9	0.28207
Smic90	9591	9377.02	107	0.772128
Smic91	591	377.859	0	0
Smic92	3213	2999.02	33	0.74457
Smic93	3789	3575.02	121	2.29022
Smic94	3246	3032.02	108	2.41025
Smic95	801	587.384	438	50.4571
Smic96	3297	3083.02	121	2.65571
Smic97	2724	2510.02	37	0.99746
Smic98	237	53.074	0	0
Smic99	8709	8495.02	260	2.071
Smic100	1356	1142.02	30	1.77754
Smic101	4716	4502.02	53	0.796598
Smic102	5841	5627.02	4	0.0481008
Smic103	750	536.499	0	0
Smic104	207	34.9124	15	29.0724
Smic105	1641	1427.02	103	4.88403
Smic106	450	238.205	0	0
Smic107	1383	1169.02	7	0.40518
Smic108	1815	1601.02	31.6851	1.33915
Smic109	1257	1043.02	74	4.80077
Smic110	960	746.17	63	5.71312
Smic111	432	220.62	6	1.84025
Smic112	1224	1010.02	0	0
Smic113	1011	797.016	5	0.424496
Smic114	981	767.094	0	0
Smic115	1725	1511.02	25	1.11954
Smic116	1752	1538.02	47	2.06779
Smic117	1485	1271.02	62	3.30074
Smic118	261	69.2657	2	1.95381
Smic119	10275	10061	17	0.114335
Smic120	1596	1382.02	125	6.12022
Smic121	8121	7907.02	0	0
Smic122	5316	5102.02	0	0
Smic123	3126	2912.02	11	0.255605
Smic124	336	130.35	38	19.7262
Smic125	489	276.478	0	0
Smic126	240	55.0577	17	20.893
Smic127	288	89.7276	129	97.2824
Smic128	1158	944.016	0	0
Smic129	12531	12317	409	2.24692
Smic130	9963	9749.02	3	0.0208224
Smic131	15693	15479	351	1.53438
Smic132	4320	4106.02	250	4.11993
Smic133	651	437.778	0	0
Smic134	1536	1322.02	0	0
Smic135	8673	8459.02	205	1.63985
Smic136	4059	3845.02	188	3.30849
Smic137	1191	977.016	137	9.48832
Smic138	1473	1259.02	127.031	6.8273
Smic139	1593	1379.02	11	0.539751
Smic140	318	114.811	0	0
Smic141	972	758.17	59	5.26569
Smic142	9054	8840.02	0	0
Smic143	720	506.499	17	2.27112
Smic144	2163	1949.02	56	1.94421
Smic145	3831	3617.02	44	0.823138
Smic146	300	99.5415	0	0
Smic147	1923	1709.02	11	0.435529
Smic148	2754	2540.02	430	11.4552
Smic149	855	641.384	30	3.165
Smic150	726	512.499	19	2.5086
Smic151	1697	1483.02	0	0
Smic152	2064	1850.02	0	0
Smic153	1056	842.016	0	0
Smic154	1716	1502.02	90	4.05451
Smic155	726	512.499	30	3.96095
Smic156	897	683.319	4	0.396102
Smic157	981	767.094	124	10.9381
Smic158	615	401.82	2	0.336797
Smic159	2568	2354.02	64.0041	1.83979
Smic160	789	575.443	28	3.2925
Smic161	1929	1715.02	25	0.986375
Smic162	618	404.82	3	0.501452
Smic163	1587	1373.02	2	0.0985654
Smic164	222	43.5859	2	3.10495
Smic165	939	725.319	4	0.373165
Smic166	8343	8129.02	0	0
Smic167	1125	911.016	32	2.37681
Smic168	282	85.0911	0	0
Smic169	942	728.319	0	0
Smic170	1062	848.016	48	3.83008
Smic171	1632	1418.02	53	2.52909
Smic172	1038	824.016	71	5.83033
Smic173	819	605.384	3	0.335321
Smic174	318	114.811	0	0
Smic175	1710	1496.02	24	1.08554
Smic176	3033	2819.02	37	0.888126
Smic177	5637	5423.02	78	0.973249
Smic178	2661	2447.02	66	1.82506
Smic179	8001	7787.02	1	0.00868959
Smic180	4557	4343.02	136	2.11894
Smic181	459	246.889	8	2.19259
Smic182	1824	1610.02	69	2.89994
Smic183	2445	2231.02	25	0.758242
Smic184	300	99.5415	0	0
Smic185	1722	1508.02	48.8114	2.19021
Smic186	849	635.384	21	2.23642
Smic187	1209	995.016	19	1.29209
Smic188	357	149.213	18	8.16274
Smic189	2271	2057.02	35	1.15133
Smic190	1224	1010.02	117	7.83841
Smic191	3345	3131.02	149.206	3.22456
Smic192	11589	11375	311.354	1.85213
Smic193	1356	1142.02	26	1.54053
Smic194	570	356.896	3	0.568787
Smic195	597	383.859	261	46.0086
Smic196	1416	1202.02	17	0.956993
Smic197	459	246.889	4	1.0963
Smic198	2025	1811.02	181.259	6.77247
Smic199	723	509.499	47	6.24202
Smic200	3342	3128.02	84	1.81711
Smic201	1392	1178.02	15	0.861609
Smic202	4128	3914.02	0	0
Smic203	702	488.548	881.985	122.159
Smic204	4152	3938.02	430	7.38859
Smic205	567	353.896	0	0
Smic206	1419	1205.02	0	0
Smic207	1497	1283.02	57	3.00617
Smic208	2016	1802.02	32	1.2016
Smic209	483	270.505	37	9.25542
Smic210	5061	4847.02	177	2.47098
Smic211	4062	3848.02	727	12.784
Smic212	6291	6077.02	663.708	7.39021
Smic213	525	312.125	22	4.76941
Smic214	273	78.197	29	25.0945
Smic215	1125	911.016	188	13.9637
Smic216	513	300.186	5	1.12707
Smic217	1197	983.016	113	7.77836
Smic218	822	608.384	12	1.33467
Smic219	402	191.592	0	0
Smic220	621	407.82	31	5.14355
Smic221	981	767.094	29	2.55811
Smic222	10011	9797.02	72	0.497289
Smic223	3162	2948.02	2	0.0459061
Smic224	2043	1829.02	98.168	3.63181
Smic225	423	211.99	61	19.4708
Smic226	3342	3128.02	268	5.79744
Smic227	3414	3200.02	179	3.78505
Smic228	1110	896.016	16	1.2083
Smic229	1653	1439.02	49	2.3041
Smic230	813	599.384	8	0.90314
Smic231	1779	1565.02	5	0.216183
Smic232	1257	1043.02	1	0.0648753
Smic233	603	389.82	0	0
Smic234	1587	1373.02	27.4483	1.35273
Smic235	2103	1889.02	38	1.36119
Smic236	1257	1043.02	15	0.973129
Smic237	1791	1577.02	19	0.815244
Smic238	1830	1616.02	5	0.20936
Smic239	4206	3992.02	159	2.6951
Smic240	3345	3131.02	311	6.72118
Smic241	4983	4769.02	572	8.11592
Smic242	1227	1013.02	6	0.400779
Smic243	4314	4100.02	76	1.25429
Smic244	300	99.5415	0	0
Smic245	1416	1202.02	22	1.23846
Smic246	1635	1421.02	121	5.76178
Smic247	4575	4361.02	27	0.418935
Smic248	4995	4781.02	94	1.33039
Smic249	219	41.8097	3	4.85529
Smic250	5133	4919.02	225	3.0951
Smic251	6135	5921.02	0	0
Smic252	4254	4040.02	9	0.15074
Smic253	4260	4046.02	0	0
Smic254	888	674.319	6	0.602083
Smic255	2718	2504.02	59	1.59436
Smic256	2100	1886.02	39	1.39923
Smic257	939	725.319	54	5.03773
Smic258	816	602.384	35	3.93156
Smic259	1902	1688.02	115.749	4.63994
Smic260	2829	2615.02	50.116	1.2968
Smic261	6369	6155.02	378	4.15559
Smic262	1254	1040.02	19	1.23619
Smic263	4779	4565.02	16.5742	0.245674
Smic264	1872	1658.02	25	1.02029
Smic265	2493	2279.02	9	0.267218
Smic266	1098	884.016	0	0
Smic267	2697	2483.02	3029.06	82.5466
Smic268	1731	1517.02	13	0.57986
