target_id	length	eff_length	est_counts	tpm
Smic1	426	200.312	0	0
Smic2	981	750.537	3	0.23217
Smic3	1044	813.386	0	0
Smic4	10524	10293.4	246	1.38814
Smic5	2184	1953.39	256	7.61217
Smic6	528	299.58	55	10.6637
Smic7	852	621.673	65	6.07306
Smic8	1980	1749.39	160	5.3124
Smic9	513	284.698	23	4.69245
Smic10	3087	2856.39	246	5.00236
Smic11	4134	3903.39	105	1.56244
Smic12	6045	5814.39	445	4.44542
Smic13	2631	2400.39	113	2.73435
Smic14	312	101.717	11	6.28138
Smic15	2481	2250.39	633	16.3382
Smic16	708	478.485	119	14.4456
Smic17	837	606.796	214	20.4846
Smic18	1068	837.386	404	28.0228
Smic19	1980	1749.39	6	0.199215
Smic20	1905	1674.39	0	0
Smic21	996	765.386	0	0
Smic22	1980	1749.39	0	0
Smic23	1821	1590.39	213	7.77917
Smic24	2373	2142.39	417	11.3056
Smic25	1173	942.386	100	6.1635
Smic26	5430	5199.39	308.083	3.44169
Smic27	11499	11268.4	143	0.737107
Smic28	9642	9411.39	684	4.22142
Smic29	3465	3234.39	270	4.84873
Smic30	5217	4986.39	146	1.70068
Smic31	1281	1050.39	141	7.79698
Smic32	1134	903.386	59	3.79346
Smic33	747	517.386	84	9.43021
Smic34	4509	4278.39	1575.14	21.3843
Smic35	663	433.623	49	6.56358
Smic36	3702	3471.39	557.307	9.32498
Smic37	1983	1752.39	29	0.961224
Smic38	648	418.794	73	10.1246
Smic39	1083	852.386	0	0
Smic40	4248	4017.39	219.598	3.17499
Smic41	8046	7815.39	424	3.15117
Smic42	3612	3381.39	192	3.29809
Smic43	2310	2079.39	137	3.82685
Smic44	345	127.954	0	0
Smic45	5580	5349.39	207.782	2.25611
Smic46	717	487.485	0	0
Smic47	2067	1836.39	0	0
Smic48	1422	1191.39	225	10.9695
Smic49	1440	1209.39	67	3.21785
Smic50	7827	7596.39	22	0.168218
Smic51	894	663.673	30	2.62557
Smic52	375	153.357	0	0
Smic53	1182	951.386	0	0
Smic54	750	520.386	71	7.92482
Smic55	2547	2316.39	39	0.977935
Smic56	360	140.421	8	3.30914
Smic57	1452	1221.39	69	3.28135
Smic58	336	120.512	0	0
Smic59	669	439.623	5	0.660612
Smic60	2397	2166.39	74	1.98405
Smic61	1974	1743.39	0	0
Smic62	867	636.673	0	0
Smic63	1680	1449.39	31	1.24232
Smic64	384	161.362	0	0
Smic65	6501	6270.39	0	0
Smic66	867	636.673	0	0
Smic67	528	299.58	1	0.193885
Smic68	645	415.794	42	5.86715
Smic69	696	466.533	46	5.72707
Smic70	2052	1821.39	95	3.02955
Smic71	558	329.08	72	12.7083
Smic72	7701	7470.39	0	0
Smic73	1680	1449.39	0	0
Smic74	1659	1428.39	0	0
