target_id	length	eff_length	est_counts	tpm
Smic1	426	212.569	0	0
Smic2	981	763.723	1	0.12916
Smic3	1044	826.645	0	0
Smic4	10524	10306.6	211	2.01942
Smic5	2184	1966.65	162	8.12552
Smic6	528	312.085	29	9.16617
Smic7	852	635.202	38	5.90112
Smic8	1980	1762.65	87	4.86874
Smic9	513	297.268	11	3.65011
Smic10	3087	2869.65	172	5.91238
Smic11	4134	3916.65	60	1.51112
Smic12	6045	5827.65	260	4.40091
Smic13	2631	2413.65	51	2.08429
Smic14	312	109.67	25	22.4862
Smic15	2481	2263.65	309	13.4652
Smic16	708	491.643	75	15.0478
Smic17	837	620.265	121	19.2429
Smic18	1068	850.645	239	27.7148
Smic19	1980	1762.65	7	0.391738
Smic20	1905	1687.65	0	0
Smic21	996	778.645	0	0
Smic22	1980	1762.65	0	0
Smic23	1821	1603.65	144	8.85761
Smic24	2373	2155.65	186	8.51134
Smic25	1173	955.645	44	4.5417
Smic26	5430	5212.65	142.766	2.70164
Smic27	11499	11281.6	61	0.533359
Smic28	9642	9424.65	394	4.12376
Smic29	3465	3247.65	183	5.55834
Smic30	5217	4999.65	41	0.808923
Smic31	1281	1063.65	143	13.2618
Smic32	1134	916.645	55	5.91866
Smic33	747	530.438	28	5.20698
Smic34	4509	4291.65	659.136	15.15
Smic35	663	446.734	29	6.40341
Smic36	3702	3484.65	223.89	6.33779
Smic37	1983	1765.65	19	1.06148
Smic38	648	431.734	18	4.11262
Smic39	1083	865.645	0	0
Smic40	4248	4030.65	104	2.5452
Smic41	8046	7828.65	242	3.04924
Smic42	3612	3394.65	122	3.54509
Smic43	2310	2092.65	77	3.62959
Smic44	345	137.746	1	0.716117
Smic45	5580	5362.65	208.511	3.83542
Smic46	717	500.593	0	0
Smic47	2067	1849.65	0	0
Smic48	1422	1204.65	177	14.4936
Smic49	1440	1222.65	46	3.71125
Smic50	7827	7609.65	16	0.207404
Smic51	894	676.943	47	6.8487
Smic52	375	164.488	1	0.599692
Smic53	1182	964.645	0	0
Smic54	750	533.438	55	10.1705
Smic55	2547	2329.65	11	0.465763
Smic56	360	150.849	3	1.96174
Smic57	1452	1234.65	77	6.15192
Smic58	336	130.116	0	0
Smic59	669	452.689	5	1.08951
Smic60	2397	2179.65	92	4.16356
Smic61	1974	1756.65	88	4.94153
Smic62	867	650.01	34	5.15966
Smic63	1680	1462.65	40	2.69764
Smic64	384	172.9	0	0
Smic65	6501	6283.65	0	0
Smic66	867	650.01	0	0
Smic67	528	312.085	0	0
Smic68	645	428.734	18	4.1414
Smic69	696	479.643	20	4.11315
Smic70	2052	1834.65	77	4.14001
Smic71	558	341.887	30	8.65567
Smic72	7701	7483.65	0	0
Smic73	1680	1462.65	0	0
Smic74	1659	1441.65	0	0
Smic75	471	256.087	0	0
Smic76	1341	1123.65	5	0.438938
Smic77	1809	1591.65	0	0
Smic78	408	195.517	18	9.08135
Smic79	5526	5308.65	57.9477	1.07675
Smic80	8853	8635.65	0	0
Smic81	3081	2863.65	0	0
Smic82	2970	2752.65	0	0
Smic83	11577	11359.6	28	0.24314
Smic84	2085	1867.65	25	1.32041
Smic85	687	470.643	18	3.77262
Smic86	2862	2644.65	8	0.29839
Smic87	4305	4087.65	14.7325	0.355521
Smic88	4017	3799.65	15	0.389413
Smic89	2373	2155.65	21.0621	0.963799
Smic90	9591	9373.65	105	1.10495
Smic91	591	374.851	0	0
Smic92	3213	2995.65	115	3.78678
Smic93	3789	3571.65	165	4.55699
Smic94	3246	3028.65	148	4.82032
Smic95	801	584.325	316	53.3452
Smic96	3297	3079.65	98	3.13897
Smic97	2724	2506.65	37	1.45603
Smic98	237	53.961	4	7.31211
Smic99	8709	8491.65	295	3.42683
Smic100	1356	1138.65	30	2.59893
Smic101	4716	4498.65	38.3232	0.840316
Smic102	5841	5623.65	11	0.192947
Smic103	750	533.438	0	0
Smic104	207	35.1816	27	75.7026
Smic105	1641	1423.65	130	9.00749
Smic106	450	235.734	0	0
Smic107	1383	1165.65	11	0.930869
Smic108	1815	1597.65	84.8588	5.23937
Smic109	1257	1039.65	102	9.67782
Smic110	960	742.798	77	10.2255
Smic111	432	218.417	6	2.70973
Smic112	1224	1006.65	0	0
Smic113	1011	793.645	3	0.37287
Smic114	981	763.723	0	0
Smic115	1725	1507.65	56	3.66396
Smic116	1752	1534.65	58	3.72806
Smic117	1485	1267.65	18	1.40067
Smic118	261	70.4311	3	4.20164
Smic119	10275	10057.6	59	0.578653
Smic120	1596	1378.65	153	10.9472
Smic121	8121	7903.65	0	0
Smic122	5316	5098.65	0	0
Smic123	3126	2908.65	12	0.406961
Smic124	336	130.116	33	25.0177
Smic125	489	273.665	0	0
Smic126	240	55.8163	21	37.1126
Smic127	288	90.5393	138	150.35
Smic128	1158	940.645	0	0
Smic129	12531	12313.6	677.016	5.42344
Smic130	9963	9745.65	15	0.151825
Smic131	15693	15475.6	450	2.86831
Smic132	4320	4102.65	269	6.46771
Smic133	651	434.734	0	0
Smic134	1536	1318.65	0	0
Smic135	8673	8455.65	341	3.97805
Smic136	4059	3841.65	168	4.31374
Smic137	1191	973.645	159	16.1086
Smic138	1473	1255.65	153	12.0195
Smic139	1593	1375.65	25	1.79265
Smic140	318	114.926	0	0
Smic141	972	754.723	48	6.27359
Smic142	9054	8836.65	0	0
Smic143	720	503.543	4	0.783584
Smic144	2163	1945.65	89	4.5122
Smic145	3831	3613.65	51	1.39215
Smic146	300	99.9482	0	0
Smic147	1923	1705.65	15	0.867491
Smic148	2754	2536.65	606	23.5654
Smic149	855	638.138	37	5.71938
Smic150	726	509.543	12	2.32307
Smic151	1697	1479.65	0	0
Smic152	2064	1846.65	0	0
Smic153	1056	838.645	0	0
Smic154	1716	1498.65	99	6.51627
Smic155	726	509.543	15	2.90384
Smic156	897	679.943	16	2.32118
Smic157	981	763.723	124	16.0158
Smic158	615	398.774	1	0.247364
Smic159	2568	2350.65	64	2.68569
Smic160	789	572.325	54	9.30709
Smic161	1929	1711.65	40	2.3052
Smic162	618	401.734	21	5.15636
Smic163	1587	1369.65	10	0.720202
Smic164	222	44.2245	15	33.4573
Smic165	939	721.943	10	1.36634
Smic166	8343	8125.65	0	0
Smic167	1125	907.645	55	5.97735
Smic168	282	86.0044	0	0
Smic169	942	724.943	0	0
Smic170	1062	844.645	29	3.38677
Smic171	1632	1414.65	76	5.29942
Smic172	1038	820.645	76	9.13525
Smic173	819	602.265	10	1.63785
