target_id	length	eff_length	est_counts	tpm
Smic1	426	212.131	0	0
Smic2	981	763.744	1	0.0815534
Smic3	1044	826.666	0	0
Smic4	10524	10306.7	121	0.731236
Smic5	2184	1966.67	96	3.0404
Smic6	528	311.89	14	2.79587
Smic7	852	635.009	21	2.05982
Smic8	1980	1762.67	47	1.6608
Smic9	513	297.042	6	1.25812
Smic10	3087	2869.67	127	2.75653
Smic11	4134	3916.67	57	0.90646
Smic12	6045	5827.67	182	1.94521
Smic13	2631	2413.67	36	0.929
Smic14	312	109.407	16	9.1089
Smic15	2481	2263.67	225	6.19099
Smic16	708	491.125	60	7.60938
Smic17	837	620.072	59	5.92653
Smic18	1068	850.666	293	21.4535
Smic19	1980	1762.67	7	0.247354
Smic20	1905	1687.67	0	0
Smic21	996	778.744	0	0
Smic22	1980	1762.67	0	0
Smic23	1821	1603.67	85	3.30138
Smic24	2373	2155.67	117	3.38061
Smic25	1173	955.666	43	2.80254
Smic26	5430	5212.67	71.2787	0.851707
Smic27	11499	11281.7	34	0.187714
Smic28	9642	9424.67	276	1.82404
Smic29	3465	3247.67	132	2.53159
Smic30	5217	4999.67	51	0.635359
Smic31	1281	1063.67	103	6.03145
Smic32	1134	916.666	24	1.63076
Smic33	747	530.125	13	1.52741
Smic34	4509	4291.67	575.963	8.35909
Smic35	663	446.217	34	4.74594
Smic36	3702	3484.67	179.661	3.21132
Smic37	1983	1765.67	27	0.952457
Smic38	648	431.217	24	3.46661
Smic39	1083	865.666	0	0
Smic40	4248	4030.67	70	1.08171
Smic41	8046	7828.67	177	1.40824
Smic42	3612	3394.67	81	1.4862
Smic43	2310	2092.67	44	1.30961
Smic44	345	137.536	2	0.905742
Smic45	5580	5362.67	164.846	1.91464
Smic46	717	500.125	0	0
Smic47	2067	1849.67	0	0
Smic48	1422	1204.67	134	6.92833
Smic49	1440	1222.67	31	1.57922
Smic50	7827	7609.67	12	0.0982213
Smic51	894	676.744	21	1.93279
Smic52	375	164.428	3	1.13641
Smic53	1182	964.666	0	0
Smic54	750	533.125	27	3.15446
Smic55	2547	2329.67	22	0.588192
Smic56	360	150.938	0	0
Smic57	1452	1234.67	48	2.42149
Smic58	336	129.73	0	0
Smic59	669	452.173	3	0.413245
Smic60	2397	2179.67	56	1.60025
Smic61	1974	1756.67	34	1.20554
Smic62	867	649.879	27	2.58774
Smic63	1680	1462.67	15	0.638758
Smic64	384	172.665	0	0
Smic65	6501	6283.67	0	0
Smic66	867	649.879	0	0
Smic67	528	311.89	1	0.199705
Smic68	645	428.217	10	1.45454
Smic69	696	479.125	22	2.85999
Smic70	2052	1834.67	65	2.20672
Smic71	558	341.57	36	6.56468
Smic72	7701	7483.67	0	0
