target_id	length	eff_length	est_counts	tpm
Smic1	426	220.202	0	0
Smic2	981	772.352	23	1.50206
Smic3	1044	835.274	0	0
Smic4	10524	10315.3	636	3.10993
Smic5	2184	1975.27	713	18.2069
Smic6	528	320.938	110	17.288
Smic7	852	644.01	129	10.1035
Smic8	1980	1771.27	298	8.48603
Smic9	513	306.095	29	4.77877
Smic10	3087	2878.27	609	10.6723
Smic11	4134	3925.27	278	3.57231
Smic12	6045	5836.27	731	6.31766
Smic13	2631	2422.27	102	2.12398
Smic14	312	114.53	63	27.7457
Smic15	2481	2272.27	1066	23.6631
Smic16	708	500.357	296	29.8391
Smic17	837	629.01	307	24.6181
Smic18	1068	859.274	616	36.1596
Smic19	1980	1771.27	22	0.626486
Smic20	1905	1696.27	0	0
Smic21	996	787.274	0	0
Smic22	1980	1771.27	0	0
Smic23	1821	1612.27	398	12.4514
Smic24	2373	2164.27	839	19.5535
Smic25	1173	964.274	215	11.2464
Smic26	5430	5221.27	501.5	4.84472
Smic27	11499	11290.3	144	0.643328
Smic28	9642	9433.27	1370	7.32542
Smic29	3465	3256.27	532	8.24072
Smic30	5217	5008.27	65	0.654635
Smic31	1281	1072.27	390	18.3456
Smic32	1134	925.274	90	4.90621
Smic33	747	539.304	58	5.42461
Smic34	4509	4300.27	2605.14	30.5568
Smic35	663	455.455	104	11.5176
Smic36	3702	3493.27	829.79	11.9815
Smic37	1983	1774.27	32	0.909711
Smic38	648	440.544	30	3.43484
Smic39	1083	874.274	0	0
Smic40	4248	4039.27	344	4.29565
Smic41	8046	7837.27	465	2.99269
Smic42	3612	3403.27	277	4.10542
Smic43	2310	2101.27	133	3.19259
Smic44	345	143.915	0	0
Smic45	5580	5371.27	329	3.08953
Smic46	717	509.357	0	0
Smic47	2067	1858.27	0	0
Smic48	1422	1213.27	484	20.1215
Smic49	1440	1231.27	78	3.19532
Smic50	7827	7618.27	46	0.304562
Smic51	894	685.945	70	5.14734
Smic52	375	171.236	16	4.71301
Smic53	1182	973.274	0	0
Smic54	750	542.304	60	5.58062
Smic55	2547	2338.27	45	0.970714
Smic56	360	157.44	6	1.92225
Smic57	1452	1243.27	237	9.61514
Smic58	336	135.697	0	0
Smic59	669	461.455	18	1.96751
Smic60	2397	2188.27	281	6.47707
Smic61	1974	1765.27	360	10.2864
Smic62	867	658.945	82	6.27681
Smic63	1680	1471.27	25	0.857079
Smic64	384	179.72	0	0
Smic65	6501	6292.27	0	0
Smic66	867	658.945	0	0
Smic67	528	320.938	0	0
Smic68	645	437.544	94	10.8363
Smic69	696	488.406	48	4.95717
Smic70	2052	1843.27	239	6.54007
Smic71	558	350.666	89	12.8018
Smic72	7701	7492.27	0	0
Smic73	1680	1471.27	0	0
Smic74	1659	1450.27	0	0
Smic75	471	264.207	0	0
Smic76	1341	1132.27	22	0.980043
Smic77	1809	1600.27	0	0
Smic78	408	202.694	4	0.995389
Smic79	5526	5317.27	209.688	1.98911
Smic80	8853	8644.27	0	0
Smic81	3081	2872.27	0	0
Smic82	2970	2761.27	0	0
Smic83	11577	11368.3	168	0.745399
Smic84	2085	1876.27	66	1.77428
Smic85	687	479.455	35	3.68209
Smic86	2862	2653.27	0	0
Smic87	4305	4096.27	64.0659	0.788882
Smic88	4017	3808.27	0	0
Smic89	2373	2164.27	171	3.98527
Smic90	9591	9382.27	318	1.7096
Smic91	591	383.666	0	0
Smic92	3213	3004.27	275	4.61708
Smic93	3789	3580.27	379	5.33946
Smic94	3246	3037.27	472	7.83849
Smic95	801	593.134	1219	103.663
Smic96	3297	3088.27	451	7.36606
Smic97	2724	2515.27	72	1.44385
Smic98	237	55.9783	0	0
Smic99	8709	8500.27	803	4.76493
Smic100	1356	1147.27	100	4.3965
Smic101	4716	4507.27	97.2896	1.08875
Smic102	5841	5632.27	37	0.331354
Smic103	750	542.304	0	0
Smic104	207	36.3446	68	94.3719
Smic105	1641	1432.27	311	10.9524
Smic106	450	243.456	0	0
Smic107	1383	1174.27	7	0.300679
Smic108	1815	1606.27	152.325	4.78329
Smic109	1257	1048.27	228	10.9707
Smic110	960	751.506	101	6.77896
Smic111	432	226.089	17	3.79265
Smic112	1224	1015.27	0	0
Smic113	1011	802.274	16	1.00594
Smic114	981	772.352	0	0
Smic115	1725	1516.27	161	5.35578
Smic116	1752	1543.27	147	4.8045
Smic117	1485	1276.27	117	4.62398
Smic118	261	73.2837	19	13.0774
Smic119	10275	10066.3	109	0.546175
Smic120	1596	1387.27	602	21.8881
Smic121	8121	7912.27	0	0
Smic122	5316	5107.27	0	0
Smic123	3126	2917.27	75	1.29676
Smic124	336	135.697	151	56.1284
Smic125	489	282.152	0	0
Smic126	240	58.0679	60	52.1182
Smic127	288	94.545	417	222.47
Smic128	1158	949.274	0	0
Smic129	12531	12322.3	1959	8.01896
Smic130	9963	9754.27	5	0.0258553
Smic131	15693	15484.3	1346	4.38458
Smic132	4320	4111.27	953	11.6921
Smic133	651	443.544	0	0
Smic134	1536	1327.27	0	0
Smic135	8673	8464.27	703	4.18928
Smic136	4059	3850.27	757	9.91696
Smic137	1191	982.274	343	17.6131
Smic138	1473	1264.27	370.065	14.7643
Smic139	1593	1384.27	34	1.23889
Smic140	318	119.738	0	0
Smic141	972	763.506	120	7.92763
Smic142	9054	8845.27	0	0
Smic143	720	512.357	14	1.37826
Smic144	2163	1954.27	163	4.20704
Smic145	3831	3622.27	147	2.04696
Smic146	300	104.328	0	0
Smic147	1923	1714.27	155	4.56064
Smic148	2754	2545.27	1711	33.907
Smic149	855	647.01	110	8.57543
Smic150	726	518.357	73	7.10343
Smic151	1697	1488.27	0	0
Smic152	2064	1855.27	0	0
Smic153	1056	847.274	0	0
Smic154	1716	1507.27	425	14.2223
Smic155	726	518.357	69	6.7142
Smic156	897	688.945	9	0.65892
Smic157	981	772.352	333	21.7472
Smic158	615	407.587	0	0
Smic159	2568	2359.27	245	5.23796
Smic160	789	581.134	150	13.0193
Smic161	1929	1720.27	85	2.49227
Smic162	618	410.587	74	9.09077
Smic163	1587	1378.27	0	0
Smic164	222	45.9124	24	26.3667
Smic165	939	730.876	25	1.72532
Smic166	8343	8134.27	0	0
Smic167	1125	916.274	136	7.48665
Smic168	282	89.6797	0	0
Smic169	942	733.802	0	0
Smic170	1062	853.274	82	4.8473
Smic171	1632	1423.27	161	5.70573
Smic172	1038	829.274	222	13.503
Smic173	819	611.134	43	3.549
Smic174	318	119.738	0	0
Smic175	1710	1501.27	221	7.42517
Smic176	3033	2824.27	203	3.62546
Smic177	5637	5428.27	221	2.05355
Smic178	2661	2452.27	338	6.9522
Smic179	8001	7792.27	17	0.110042
Smic180	4557	4348.27	624	7.23839
Smic181	459	252.233	15	2.9996
Smic182	1824	1615.27	228	7.11972
Smic183	2445	2236.27	101	2.27809
Smic184	300	104.328	0	0
Smic185	1722	1513.27	137	4.56643
Smic186	849	641.01	87	6.84587
Smic187	1209	1000.27	46.6173	2.35073
Smic188	357	154.824	24	7.81891
Smic189	2271	2062.27	64	1.56534
Smic190	1224	1015.27	414	20.568
Smic191	3345	3136.27	574.075	9.23271
Smic192	11589	11380.3	1147.96	5.08801
Smic193	1356	1147.27	105.477	4.63729
Smic194	570	362.666	0	0
Smic195	597	389.666	1121	145.107
Smic196	1416	1207.27	122	5.09716
Smic197	459	252.233	1	0.199973
Smic198	2025	1816.27	590.997	16.4126
Smic199	723	515.357	155	15.1704
Smic200	3342	3133.27	278	4.47528
Smic201	1392	1183.27	39	1.66247
Smic202	4128	3919.27	0	0
Smic203	702	494.357	2529.99	258.138
Smic204	4152	3943.27	1621	20.7348
Smic205	567	359.666	0	0
Smic206	1419	1210.27	0	0
Smic207	1497	1288.27	176	6.89094
Smic208	2016	1807.27	143	3.99104
Smic209	483	276.181	124	22.6466
Smic210	5061	4852.27	583	6.06035
Smic211	4062	3853.27	2299	30.0942
Smic212	6291	6082.27	1431	11.8672
Smic213	525	317.938	38	6.02858
Smic214	273	82.3841	75	45.919
Smic215	1125	916.274	810	44.5896
Smic216	513	306.095	51	8.40404
Smic217	1197	988.274	264	13.4741
Smic218	822	614.073	100	8.21399
Smic219	402	197.017	11	2.8162
Smic220	621	413.587	73	8.90287
Smic221	981	772.352	175	11.4287
Smic222	10011	9802.27	408	2.09946
Smic223	3162	2953.27	0	0
Smic224	2043	1834.27	376.064	10.3412
Smic225	423	217.333	125	29.0107
Smic226	3342	3133.27	956	15.3898
Smic227	3414	3205.27	494	7.77385
Smic228	1110	901.274	66	3.6937
Smic229	1653	1444.27	132	4.60997
Smic230	813	605.134	65	5.41796
Smic231	1779	1570.27	57	1.83094
Smic232	1257	1048.27	0	0
Smic233	603	395.587	0	0
Smic234	1587	1378.27	17	0.622139
Smic235	2103	1894.27	111	2.95566
Smic236	1257	1048.27	131	6.30334
Smic237	1791	1582.27	122	3.88913
Smic238	1830	1621.27	21	0.653337
Smic239	4206	3997.27	467	5.89287
Smic240	3345	3136.27	771	12.3998
Smic241	4983	4774.27	1042	11.0087
Smic242	1227	1018.27	54	2.67487
Smic243	4314	4105.27	362	4.44775
Smic244	300	104.328	0	0
Smic245	1416	1207.27	103	4.30334
Smic246	1635	1426.27	226	7.99245
Smic247	4575	4366.27	64	0.739338
Smic248	4995	4786.27	463	4.8793
Smic249	219	43.9547	21	24.0984
Smic250	5133	4924.27	853	8.73738
Smic251	6135	5926.27	0	0
Smic252	4254	4045.27	64	0.798006
Smic253	4260	4051.27	0	0
Smic254	888	679.945	34	2.5222
Smic255	2718	2509.27	66	1.32669
Smic256	2100	1891.27	150	4.00047
Smic257	939	730.876	332	22.9123
Smic258	816	608.134	164	13.6025
Smic259	1902	1693.27	550.397	16.3954
Smic260	2829	2620.27	349.822	6.73402
Smic261	6369	6160.27	1890	15.4752
Smic262	1254	1045.27	117	5.64586
Smic263	4779	4570.27	255.508	2.81992
Smic264	1872	1663.27	178	5.39797
Smic265	2493	2284.27	56	1.23656
Smic266	1098	889.274	5	0.283602
Smic267	2697	2488.27	9938.19	201.458
Smic268	1731	1522.27	40	1.32538
Smic269	3525	3316.27	118	1.79476
Smic270	2346	2137.27	174.846	4.12639
Smic271	507	300.095	2479.48	416.75
Smic272	1887	1678.27	438.523	13.1797
Smic273	2853	2644.27	141	2.6896
Smic274	1287	1078.27	0	0
Smic275	2667	2458.27	925	18.9795
Smic276	1050	841.274	36	2.15844
Smic277	963	754.506	33	2.2061
Smic278	11742	11533.3	253	1.10648
Smic279	960	751.506	0	0
Smic280	1503	1294.27	216	8.41786
Smic281	10632	10423.3	0	0
Smic282	285	92.0837	49	26.8403
Smic283	495	288.124	44	7.70278
Smic284	2625	2416.27	869	18.1404
Smic285	729	521.357	108	10.4487
Smic286	471	264.207	263	50.2094
Smic287	9933	9724.27	27	0.140049
Smic288	285	92.0837	0	0
Smic289	9855	9646.27	0	0
Smic290	1692	1483.27	152	5.16888
Smic291	4203	3994.27	356	4.49559
Smic292	417	211.485	73	17.4108
Smic293	375	171.236	35	10.3097
Smic294	3876	3667.27	0	0
Smic295	2931	2722.27	130	2.40872
Smic296	957	748.506	203	13.6797
Smic297	1326	1117.27	45	2.03155
Smic298	1560	1351.27	227	8.47338
Smic299	7095	6886.27	0	0
Smic300	717	509.357	0	0
Smic301	828	620.073	185	15.0488
Smic302	585	377.666	0	0
Smic303	1983	1774.27	103	2.92813
Smic304	1458	1249.27	93	3.75491
Smic305	2694	2485.27	310	6.29161
Smic306	3540	3331.27	0	0
Smic307	6468	6259.27	898	7.23647
Smic308	2484	2275.27	302	6.69495
Smic309	759	551.304	52	4.75758
Smic310	303	106.793	8	3.7785
Smic311	3351	3142.27	180	2.88937
Smic312	9546	9337.27	66	0.356532
Smic313	1254	1045.27	319.694	15.4269
Smic314	1050	841.274	381.306	22.8618
Smic315	369	165.681	24	7.30656
Smic316	6393	6184.27	181	1.47626
Smic317	837	629.01	259	20.769
Smic318	2460	2251.27	141	3.15911
Smic319	1623	1414.27	0	0
Smic320	828	620.073	23	1.87094
Smic321	990	781.274	11	0.710172
Smic322	504	297.095	15.2238	2.58464
Smic323	486	279.181	0	0
Smic324	270	79.9781	16	10.0907
Smic325	1023	814.274	9	0.557502
Smic326	750	542.304	12	1.11612
Smic327	321	122.381	0	0
Smic328	597	389.666	0	0
Smic329	204	34.6182	49	71.3948
Smic330	2580	2371.27	196	4.16916
Smic331	3777	3568.27	0	0
Smic332	1272	1063.27	0	0
Smic333	7038	6829.27	868.767	6.41657
Smic334	3816	3607.27	351	4.90797
Smic335	2499	2290.27	0	0
Smic336	6087	5878.27	0	0
Smic337	636	428.544	114	13.4179
Smic338	2859	2650.27	661	12.5801
Smic339	435	228.907	1	0.220352
Smic340	1227	1018.27	287	14.2165
Smic341	600	392.666	0	0
Smic342	1953	1744.27	0	0
Smic343	1779	1570.27	46	1.4776
Smic344	3546	3337.27	679	10.2625
Smic345	708	500.357	189	19.0527
Smic346	297	101.874	0	0
Smic347	270	79.9781	0	0
Smic348	1650	1441.27	0	0
Smic349	1494	1285.27	0	0
Smic350	3786	3577.27	0	0
Smic351	669	461.455	40	4.37225
Smic352	1467	1258.27	452.838	18.1527
Smic353	627	419.587	88	10.5788
Smic354	3558	3349.27	371	5.58724
Smic355	10131	9922.27	0	0
Smic356	1068	859.274	446	26.1805
Smic357	798	590.134	127	10.8549
Smic358	2082	1873.27	0	0
Smic359	5322	5113.27	119	1.17388
Smic360	1035	826.274	153	9.33988
Smic361	1260	1051.27	806	38.6717
Smic362	1170	961.274	141	7.39854
Smic363	1683	1474.27	502	17.1751
Smic364	399	194.076	0	0
Smic365	1263	1054.27	251	12.0087
Smic366	2655	2446.27	159	3.27843
Smic367	246	62.2393	2	1.62084
Smic368	3534	3325.27	153	2.3208
Smic369	1677	1468.27	170	5.84004
Smic370	1578	1369.27	13	0.478881
Smic371	288	94.545	0	0
Smic372	1122	913.274	255	14.0836
Smic373	852	644.01	45	3.52447
Smic374	2538	2329.27	37	0.801227
Smic375	7395	7186.27	0	0
Smic376	2535	2326.27	271	5.87601
Smic377	19002	18793.3	735	1.97269
Smic378	3291	3082.27	306	5.00754
Smic379	3354	3145.27	1195	19.1639
Smic380	360	157.44	91	29.1542
Smic381	1926	1717.27	167	4.90514
Smic382	2274	2065.27	11	0.268651
Smic383	9993	9784.27	764	3.93857
Smic384	1335	1126.27	0	0
Smic385	2238	2029.27	0	0
Smic386	5502	5293.27	246	2.34415
Smic387	753	545.304	119.843	11.0853
Smic388	1905	1696.27	185	5.50111
Smic389	3837	3628.27	0	0
Smic390	771	563.192	0	0
Smic391	870	661.945	51	3.88618
Smic392	3576	3367.27	686	10.2759
Smic393	1146	937.274	0	0
Smic394	4242	4033.27	0	0
Smic395	1425	1216.27	0	0
Smic396	1122	913.274	0	0
Smic397	3033	2824.27	0	0
Smic398	5229	5020.27	1426	14.3274
Smic399	1179	970.274	51	2.65125
Smic400	2073	1864.27	56	1.51514
Smic401	5544	5335.27	130	1.22903
Smic402	3522	3313.27	0	0
Smic403	615	407.587	0	0
Smic404	3873	3664.27	137.725	1.89582
Smic405	4791	4582.27	0	0
Smic406	915	706.876	0	0
Smic407	1692	1483.27	0	0
Smic408	3540	3331.27	261	3.95189
Smic409	1806	1597.27	0	0
Smic410	228	49.707	68	69.0026
Smic411.t1	507	300.095	38	6.38703
Smic412	1452	1243.27	104	4.2193
Smic413	831	623.073	226	18.2955
Smic414	3327	3118.27	15	0.242634
Smic415	1305	1096.27	5	0.230052
Smic416	6351	6142.27	0	0
Smic417	6318	6109.27	0	0
Smic418	855	647.01	0	0
Smic419	1974	1765.27	45	1.2858
Smic420	504	297.095	144	24.4479
Smic421	561	353.666	96	13.6915
Smic422	1143	934.274	0	0
Smic423	5247	5038.27	164	1.64186
Smic424	834	626.073	50	4.02828
Smic425	1488	1279.27	130	5.12571
Smic426	651	443.544	2	0.22744
Smic427	1695	1486.27	107	3.63127
Smic428	297	101.874	210	103.976
Smic429	1023	814.274	120	7.43335
Smic430	549	341.873	177	26.1145
Smic431	609	401.587	0	0
Smic432	552	344.77	72	10.5336
Smic433	1938	1729.27	206	6.00866
Smic434	2205	1996.27	86	2.17296
Smic435	309	111.926	0	0
Smic436	3054	2845.27	58	1.0282
Smic437	1974	1765.27	263	7.51481
Smic438	768	560.304	201	18.0945
Smic439	666	458.455	143	15.7331
Smic440	465	258.233	11	2.1486
Smic441	1722	1513.27	1043	34.7649
Smic442	1227	1018.27	13	0.643951
Smic443	978	769.429	0	0
Smic444	882	673.945	0	0
Smic445	474	267.181	139	26.2412
Smic446	1011	802.274	0	0
Smic447	1551	1342.27	278	10.4467
Smic448	1302	1093.27	479	22.0994
Smic449	618	410.587	229	28.1323
Smic450	1506	1297.27	122	4.74354
Smic451	2376	2167.27	0	0
Smic452	285	92.0837	0	0
Smic453	5406	5197.27	102	0.989917
Smic454	222	45.9124	27	29.6625
Smic455	7725	7516.27	1024	6.87182
Smic456	1506	1297.27	205	7.9707
Smic457	972	763.506	0	0
Smic458	1440	1231.27	150	6.14484
Smic459	1836	1627.27	283	8.77203
Smic460	225	47.803	0	0
Smic461	5013	4804.27	0	0
Smic462	828	620.073	13	1.05749
Smic463	633	425.587	0	0
Smic464	2460	2251.27	21	0.470506
Smic465	3531	3322.27	0	0
Smic466	1116	907.274	57	3.16891
Smic467	3273	3064.27	0	0
Smic468	426	220.202	0	0
Smic469	13743	13534.3	2385	8.88848
Smic470	9507	9298.27	2270.24	12.3153
Smic471	327	127.779	87	34.3428
Smic472	573	365.666	19	2.62086
Smic473	4731	4522.27	519	5.78875
Smic474	975	766.506	312	20.5312
Smic475	1473	1264.27	989	39.4575
Smic476	498	291.095	20	3.46553
Smic477	5331	5122.27	1127	11.0978
Smic478	2691	2482.27	127	2.58064
Smic479	984	775.352	13	0.845705
Smic480	6744	6535.27	756	5.83488
Smic481	1455	1246.27	0	0
Smic482	867	658.945	0	0
Smic483	2382	2173.27	22	0.510602
Smic484	1938	1729.27	302	8.80881
Smic485	3915	3706.27	886	12.0579
Smic486	2058	1849.27	278	7.58259
Smic487	1806	1597.27	1090	34.4208
Smic488	861	653.01	85	6.56558
Smic489	474	267.181	90	16.9907
Smic490	2007	1798.27	205	5.75006
Smic491	2082	1873.27	92	2.4772
Smic492	1413	1204.27	128	5.36116
Smic493	8466	8257.27	1092.42	6.67309
Smic494	14310	14101.3	421.581	1.50798
Smic495	5127	4918.27	0	0
Smic496	13125	12916.3	0	0
Smic497	4479	4270.27	99.3796	1.17386
Smic498	1596	1387.27	533	19.3793
Smic499	330	130.306	10	3.87089
Smic500	1125	916.274	0	0
Smic501	1857	1648.27	81	2.47873
Smic502	16107	15898.3	4237.13	13.443
Smic503	4314	4105.27	1	0.0122866
Smic504	3288	3079.27	343	5.6185
Smic505	1329	1120.27	49	2.20621
Smic506	1881	1672.27	225	6.78655
Smic507	2289	2080.27	832	20.1733
Smic508	1611	1402.27	70	2.51791
Smic509	1725	1516.27	0	0
Smic510	1308	1099.27	22	1.00946
Smic511	1209	1000.27	51	2.57173
Smic512	747	539.304	644	60.2319
Smic513	5724	5515.27	0	0
Smic514	3651	3442.27	135	1.97817
Smic515	2010	1801.27	1481	41.4715
Smic516	2064	1855.27	47	1.2778
