target_id	length	eff_length	est_counts	tpm
Smic1	426	211.367	0	0
Smic2	981	760.683	6	0.794442
Smic3	1044	823.605	0	0
Smic4	10524	10303.6	296	2.89346
Smic5	2184	1963.61	232	11.9
Smic6	528	310.213	43	13.9612
Smic7	852	632.874	52	8.27562
Smic8	1980	1759.61	103	5.89572
Smic9	513	295.425	10	3.40931
Smic10	3087	2866.61	288	10.119
Smic11	4134	3913.61	98	2.52211
Smic12	6045	5824.61	336	5.81015
Smic13	2631	2410.61	63	2.63226
Smic14	312	109.437	36	33.1323
Smic15	2481	2260.61	514	22.9009
Smic16	708	489.334	114	23.4646
Smic17	837	617.998	180	29.3359
Smic18	1068	847.605	236	28.0435
Smic19	1980	1759.61	4	0.22896
Smic20	1905	1684.61	0	0
Smic21	996	775.683	0	0
Smic22	1980	1759.61	0	0
Smic23	1821	1600.61	270	16.99
Smic24	2373	2152.61	192	8.98362
Smic25	1173	952.605	125	13.2164
Smic26	5430	5209.61	214.172	4.14068
Smic27	11499	11278.6	56	0.500089
Smic28	9642	9421.61	569	6.08278
Smic29	3465	3244.61	214	6.64303
Smic30	5217	4996.61	92	1.8545
Smic31	1281	1060.61	161	15.2893
Smic32	1134	913.605	56	6.17368
Smic33	747	528.23	19	3.6228
Smic34	4509	4288.61	712.345	16.7297
Smic35	663	444.477	42	9.51732
Smic36	3702	3481.61	231.59	6.6997
Smic37	1983	1762.61	43	2.45713
Smic38	648	429.564	24	5.62727
Smic39	1083	862.605	0	0
Smic40	4248	4027.61	146.631	3.66686
Smic41	8046	7825.61	312	4.01561
Smic42	3612	3391.61	180	5.34542
Smic43	2310	2089.61	129	6.21785
Smic44	345	137.012	1	0.735116
Smic45	5580	5359.61	182.828	3.43577
Smic46	717	498.334	0	0
Smic47	2067	1846.61	0	0
Smic48	1422	1201.61	270	22.6317
Smic49	1440	1219.61	87	7.1848
Smic50	7827	7606.61	11	0.145652
Smic51	894	674.544	39	5.82329
Smic52	375	163.983	0	0
Smic53	1182	961.605	0	0
Smic54	750	531.23	69	13.0822
Smic55	2547	2326.61	17	0.735937
Smic56	360	150.301	1	0.670119
Smic57	1452	1231.61	86	7.03301
Smic58	336	129.566	0	0
Smic59	669	450.477	3	0.670754
Smic60	2397	2176.61	89	4.11837
Smic61	1974	1753.61	87	4.99692
Smic62	867	647.81	56	8.70673
Smic63	1680	1459.61	81	5.58939
Smic64	384	172.173	0	0
Smic65	6501	6280.61	0	0
Smic66	867	647.81	0	0
Smic67	528	310.213	3	0.974037
Smic68	645	426.564	34	8.02804
Smic69	696	477.383	16	3.37573
Smic70	2052	1831.61	64	3.51935
Smic71	558	339.986	24	7.10993
Smic72	7701	7480.61	0	0
Smic73	1680	1459.61	0	0
Smic74	1659	1438.61	0	0
Smic75	471	254.277	0	0
Smic76	1341	1120.61	10	0.898798
Smic77	1809	1588.61	0	0
Smic78	408	194.544	9	4.6595
Smic79	5526	5305.61	106.841	2.02824
Smic80	8853	8632.61	0	0
Smic81	3081	2860.61	0	0
Smic82	2970	2749.61	0	0
Smic83	11577	11356.6	84	0.744981
Smic84	2085	1864.61	77	4.15928
Smic85	687	468.477	29	6.23483
Smic86	2862	2641.61	5	0.190641
Smic87	4305	4084.61	39.7804	0.980919
Smic88	4017	3796.61	10	0.265289
Smic89	2373	2152.61	22.0174	1.03019
Smic90	9591	9370.61	78	0.838381
Smic91	591	372.805	0	0
Smic92	3213	2992.61	94	3.16368
Smic93	3789	3568.61	194	5.47542
Smic94	3246	3025.61	228	7.58992
Smic95	801	582.175	341	58.995
Smic96	3297	3076.61	108	3.53563
Smic97	2724	2503.61	54	2.17241
Smic98	237	54.1906	0	0
Smic99	8709	8488.61	401	4.75798
Smic100	1356	1135.61	59	5.23286
Smic101	4716	4495.61	88.1186	1.97421
Smic102	5841	5620.61	17	0.304635
Smic103	750	531.23	0	0
Smic104	207	35.3864	37	105.312
Smic105	1641	1420.61	122	8.6497
Smic106	450	234.065	0	0
Smic107	1383	1162.61	14	1.21286
Smic108	1815	1594.61	91.8741	5.80303
Smic109	1257	1036.61	177	17.1979
Smic110	960	740.058	119	16.1956
Smic111	432	216.953	2	0.928495
Smic112	1224	1003.61	0	0
Smic113	1011	790.605	6	0.764374
Smic114	981	760.683	0	0
Smic115	1725	1504.61	61	4.0834
Smic116	1752	1531.61	107	7.03642
Smic117	1485	1264.61	43	3.42474
Smic118	261	70.2648	0	0
Smic119	10275	10054.6	32	0.320553
Smic120	1596	1375.61	213	15.5955
Smic121	8121	7900.61	0	0
Smic122	5316	5095.61	0	0
Smic123	3126	2905.61	3	0.103992
Smic124	336	129.566	82	63.7438
Smic125	489	271.933	4	1.48154
Smic126	240	55.9966	38	68.3497
Smic127	288	90.2796	162	180.734
Smic128	1158	937.605	0	0
Smic129	12531	12310.6	932	7.6252
Smic130	9963	9742.61	7	0.0723665
Smic131	15693	15472.6	575	3.74299
Smic132	4320	4099.61	529.834	13.017
Smic133	651	432.521	0	0
Smic134	1536	1315.61	0	0
Smic135	8673	8452.61	394	4.69483
Smic136	4059	3838.61	268	7.03195
Smic137	1191	970.605	183	18.9899
Smic138	1473	1252.61	60.009	4.82521
Smic139	1593	1372.61	36	2.64163
Smic140	318	114.589	1	0.878968
Smic141	972	751.834	75	10.0474
Smic142	9054	8833.61	0	0
Smic143	720	501.334	15	3.01355
Smic144	2163	1942.61	108	5.59956
Smic145	3831	3610.61	63	1.75742
Smic146	300	99.6823	2	2.02082
Smic147	1923	1702.61	29	1.71553
Smic148	2754	2533.61	651	25.8795
Smic149	855	635.874	39	6.17744
Smic150	726	507.334	13	2.58086
Smic151	1697	1476.61	0	0
Smic152	2064	1843.61	0	0
Smic153	1056	835.605	0	0
Smic154	1716	1495.61	160	10.775
Smic155	726	507.334	31	6.15435
Smic156	897	677.409	15	2.23026
Smic157	981	760.683	171	22.6416
Smic158	615	396.649	2	0.507853
Smic159	2568	2347.61	73	3.13193
Smic160	789	570.175	50	8.83235
Smic161	1929	1708.61	42	2.47584
Smic162	618	399.649	4	1.00808
Smic163	1587	1366.61	16	1.17921
Smic164	222	44.4872	13	29.4322
Smic165	939	719.13	19	2.6611
Smic166	8343	8122.61	0	0
Smic167	1125	904.605	62	6.90315
Smic168	282	85.5472	1	1.17736
Smic169	942	722.058	0	0
Smic170	1062	841.605	61	7.30022
Smic171	1632	1411.61	69	4.92323
Smic172	1038	817.605	98	12.0725
Smic173	819	599.998	22	3.69307
Smic174	318	114.589	0	0
Smic175	1710	1489.61	52	3.51598
Smic176	3033	2812.61	41	1.46822
Smic177	5637	5416.61	143	2.65903
Smic178	2661	2440.61	134	5.52996
Smic179	8001	7780.61	2	0.0258899
Smic180	4557	4336.61	260	6.03862
Smic181	459	242.728	4	1.65979
Smic182	1824	1603.61	100	6.28083
Smic183	2445	2224.61	13	0.588579
Smic184	300	99.6823	0	0
Smic185	1722	1501.61	49	3.28666
Smic186	849	629.874	39	6.23628
Smic187	1209	988.605	29	2.95454
Smic188	357	147.691	20	13.6393
Smic189	2271	2050.61	35	1.7191
Smic190	1224	1003.61	182	18.2651
Smic191	3345	3124.61	254.512	8.20404
Smic192	11589	11368.6	545.374	4.83172
Smic193	1356	1135.61	47	4.16855
Smic194	570	351.986	1	0.286147
Smic195	597	378.805	445	118.32
Smic196	1416	1195.61	34	2.86422
Smic197	459	242.728	13	5.39433
Smic198	2025	1804.61	256.931	14.34
Smic199	723	504.334	64	12.7813
Smic200	3342	3121.61	107	3.45239
Smic201	1392	1171.61	28	2.40708
Smic202	4128	3907.61	0	0
Smic203	702	483.383	1023.98	213.361
Smic204	4152	3931.61	537	13.7568
Smic205	567	348.986	0	0
Smic206	1419	1198.61	0	0
Smic207	1497	1276.61	128	10.0988
Smic208	2016	1795.61	72	4.03865
Smic209	483	266.014	82	31.0473
Smic210	5061	4840.61	241	5.01455
Smic211	4062	3841.61	853	22.3641
Smic212	6291	6070.61	670.387	11.1227
Smic213	525	307.213	5	1.63925
Smic214	273	78.8226	28	35.7785
Smic215	1125	904.605	331	36.8539
Smic216	513	295.425	4	1.36373
Smic217	1197	976.605	178	18.3576
Smic218	822	602.998	21	3.50766
Smic219	402	188.878	0	0
Smic220	621	402.649	26	6.50371
Smic221	981	760.683	33	4.36943
Smic222	10011	9790.61	101	1.03903
Smic223	3162	2941.61	5	0.171199
Smic224	2043	1822.61	202	11.1628
Smic225	423	208.559	60	28.9759
Smic226	3342	3121.61	188	6.06589
Smic227	3414	3193.61	267	8.42063
Smic228	1110	889.605	64	7.24598
Smic229	1653	1432.61	50	3.51527
Smic230	813	594.058	10	1.69545
Smic231	1779	1558.61	26	1.68016
Smic232	1257	1036.61	8	0.777305
Smic233	603	384.805	0	0
Smic234	1587	1366.61	22	1.62142
Smic235	2103	1882.61	73	3.90551
Smic236	1257	1036.61	25	2.42908
Smic237	1791	1570.61	40	2.56512
Smic238	1830	1609.61	27	1.6895
Smic239	4206	3985.61	176	4.44767
Smic240	3345	3124.61	219	7.05933
Smic241	4983	4762.61	612	12.9426
Smic242	1227	1006.61	14	1.40082
Smic243	4314	4093.61	168	4.1335
Smic244	300	99.6823	0	0
Smic245	1416	1195.61	89	7.49751
Smic246	1635	1414.61	133	9.46959
Smic247	4575	4354.61	32	0.740143
Smic248	4995	4774.61	229	4.83073
Smic249	219	42.5564	0	0
Smic250	5133	4912.61	352	7.21681
Smic251	6135	5914.61	0	0
Smic252	4254	4033.61	4	0.0998806
Smic253	4260	4039.61	0	0
Smic254	888	668.612	18	2.71152
Smic255	2718	2497.61	55	2.21796
Smic256	2100	1879.61	91	4.87629
Smic257	939	719.13	160	22.4093
Smic258	816	597.058	65	10.9651
Smic259	1902	1681.61	178.155	10.6706
Smic260	2829	2608.61	126.739	4.89347
Smic261	6369	6148.61	728	11.9253
Smic262	1254	1033.61	34	3.31313
Smic263	4779	4558.61	85.9903	1.89991
Smic264	1872	1651.61	59	3.59799
Smic265	2493	2272.61	4	0.177276
Smic266	1098	877.605	0	0
Smic267	2697	2476.61	4673.52	190.065
Smic268	1731	1510.61	24	1.6002
Smic269	3525	3304.61	64	1.95063
Smic270	2346	2125.61	33.4098	1.58309
Smic271	507	289.484	959.007	333.666
Smic272	1887	1666.61	192.974	11.6622
Smic273	2853	2632.61	40	1.53034
Smic274	1287	1066.61	3	0.283291
Smic275	2667	2446.61	296	12.1855
Smic276	1050	829.605	20	2.42814
Smic277	963	743.058	5	0.677738
Smic278	11742	11521.6	134	1.1714
Smic279	960	740.058	0.779289	0.106059
Smic280	1503	1282.61	60	4.71165
Smic281	10632	10411.6	0	0
Smic282	285	87.7964	12	13.7664
Smic283	495	277.712	34	12.331
Smic284	2625	2404.61	465	19.4771
Smic285	729	510.283	62	12.2376
Smic286	471	254.277	138	54.6622
Smic287	9933	9712.61	4	0.04148
Smic288	285	87.7964	5	5.73599
Smic289	9855	9634.61	0	0
Smic290	1692	1471.61	89	6.09135
Smic291	4203	3982.61	164	4.14755
Smic292	417	202.872	7	3.47529
Smic293	375	163.983	6	3.68524
Smic294	3876	3655.61	0	0
Smic295	2931	2710.61	26	0.966099
Smic296	957	737.058	92	12.5719
Smic297	1326	1105.61	33	3.00627
Smic298	1560	1339.61	93	6.99231
Smic299	7095	6874.61	0	0
Smic300	717	498.334	0	0
Smic301	828	608.998	75	12.4039
Smic302	585	366.842	3	0.823677
Smic303	1983	1762.61	46	2.62856
Smic304	1458	1237.61	21	1.70904
Smic305	2694	2473.61	147	5.98552
Smic306	3540	3319.61	0	0
Smic307	6468	6247.61	441	7.10951
Smic308	2484	2263.61	152	6.76328
Smic309	759	540.23	14	2.61014
Smic310	303	102.071	9	8.88089
Smic311	3351	3130.61	190	6.1128
Smic312	9546	9325.61	27	0.291609
Smic313	1254	1033.61	120.088	11.7019
Smic314	1050	829.605	118.912	14.4368
Smic315	369	158.467	10	6.3559
Smic316	6393	6172.61	24	0.391613
Smic317	837	617.998	85	13.8531
