target_id	length	eff_length	est_counts	tpm
Smic1	426	197.626	0	0
Smic2	981	748.077	2	0.201954
Smic3	1044	811	0	0
Smic4	10524	10291	248	1.82039
Smic5	2184	1951	167	6.46589
Smic6	528	296.638	35	8.91272
Smic7	852	619.417	28	3.41463
Smic8	1980	1747	100	4.32391
Smic9	513	281.783	13	3.48496
Smic10	3087	2854	162	4.28776
Smic11	4134	3901	78	1.51039
Smic12	6045	5812	260	3.37922
Smic13	2631	2398	59	1.85854
Smic14	312	98.738	14	10.7106
Smic15	2481	2248	397	13.3402
Smic16	708	475.519	80	12.7084
Smic17	837	604.417	116	14.4974
Smic18	1068	835	188	17.0075
Smic19	1980	1747	4	0.172956
Smic20	1905	1672	0	0
Smic21	996	763.077	0	0
Smic22	1980	1747	0	0
Smic23	1821	1588	137	6.51687
Smic24	2373	2140	219	7.73036
Smic25	1173	940	84	6.75026
Smic26	5430	5197	108.444	1.57625
Smic27	11499	11266	63	0.422416
Smic28	9642	9409	461	3.70107
Smic29	3465	3232	165	3.8564
Smic30	5217	4984	38	0.575937
Smic31	1281	1048	122	8.79362
Smic32	1134	901	33	2.76668
Smic33	747	514.469	28	4.11119
Smic34	4509	4276	869.591	15.362
Smic35	663	430.835	41	7.18856
Smic36	3702	3469	263.62	5.74042
Smic37	1983	1750	30	1.29495
Smic38	648	415.835	25	4.54138
Smic39	1083	850	0	0
Smic40	4248	4015	147	2.76567
Smic41	8046	7813	213	2.05935
Smic42	3612	3379	116	2.59322
Smic43	2310	2077	118	4.29156
Smic44	345	124.881	1	0.604886
Smic45	5580	5347	140.676	1.98737
Smic46	717	484.519	0	0
Smic47	2067	1834	0	0
Smic48	1422	1189	183	11.6262
Smic49	1440	1207	45	2.81627
Smic50	7827	7594	10	0.0994715
Smic51	894	661.291	32	3.65533
Smic52	375	150.693	4	2.0051
Smic53	1182	949	0	0
Smic54	750	517.469	55	8.02874
Smic55	2547	2314	8	0.261154
Smic56	360	137.781	1	0.548251
Smic57	1452	1219	70	4.33774
Smic58	336	117.509	0	0
Smic59	669	436.748	2	0.345914
Smic60	2397	2164	66	2.30386
Smic61	1974	1741	74	3.21072
Smic62	867	634.355	57	6.78753
Smic63	1680	1447	42	2.19255
Smic64	384	158.829	0	0
Smic65	6501	6268	0	0
Smic66	867	634.355	0	0
Smic67	528	296.638	5	1.27325
Smic68	645	412.835	42	7.68497
Smic69	696	463.566	9	1.46656
Smic70	2052	1819	49	2.03485
Smic71	558	326.264	22	5.09358
Smic72	7701	7468	0	0
Smic73	1680	1447	0	0
Smic74	1659	1426	0	0
Smic75	471	240.796	0	0
Smic76	1341	1108	3	0.204527
Smic77	1809	1576	0	0
Smic78	408	180.836	11	4.59492
Smic79	5526	5293	48.9712	0.698889
Smic80	8853	8620	0	0
Smic81	3081	2848	0	0
Smic82	2970	2737	0	0
Smic83	11577	11344	41	0.273015
Smic84	2085	1852	31	1.26442
Smic85	687	454.658	20	3.32288
Smic86	2862	2629	2	0.0574657
Smic87	4305	4072	17.0563	0.316408
Smic88	4017	3784	13	0.259514
Smic89	2373	2140	34	1.20015
Smic90	9591	9358	94	0.758777
Smic91	591	359.027	0	0
Smic92	3213	2980	92	2.33207
Smic93	3789	3556	130	2.76154
Smic94	3246	3013	176	4.41248
Smic95	801	568.417	379	50.3664
Smic96	3297	3064	114	2.81051
Smic97	2724	2491	59	1.78915
Smic98	237	48.8648	1	1.54587
Smic99	8709	8476	326	2.90533
Smic100	1356	1123	48	3.22872
Smic101	4716	4483	58	0.977301
Smic102	5841	5608	11	0.148168
Smic103	750	517.469	0	0
Smic104	207	32.9268	30	68.8242
Smic105	1641	1408	143	7.67189
Smic106	450	220.492	0	0
Smic107	1383	1150	9	0.591172
Smic108	1815	1582	47.0412	2.24616
Smic109	1257	1024	93	6.86044
Smic110	960	727.077	83	8.62317
Smic111	432	203.302	3	1.11468
Smic112	1224	991	0	0
Smic113	1011	778	3	0.29128
Smic114	981	748.077	0	0
Smic115	1725	1492	45	2.27831
Smic116	1752	1519	58	2.88429
Smic117	1485	1252	34	2.05137
Smic118	261	63.2497	3	3.58288
Smic119	10275	10042	40	0.300891
Smic120	1596	1363	168	9.31071
Smic121	8121	7888	0	0
Smic122	5316	5083	0	0
Smic123	3126	2893	10	0.261108
Smic124	336	117.509	32	20.5706
Smic125	489	258.375	2	0.584721
Smic126	240	50.524	20	29.9021
Smic127	288	81.118	140	130.371
Smic128	1158	925	0	0
Smic129	12531	12298	616	3.78369
Smic130	9963	9730	23	0.17856
Smic131	15693	15460	467	2.2818
Smic132	4320	4087	280	5.17515
Smic133	651	418.835	0	0
Smic134	1536	1303	0	0
Smic135	8673	8440	306	2.73872
Smic136	4059	3826	156	3.07999
Smic137	1191	958	175	13.7988
Smic138	1473	1240	158	9.62509
Smic139	1593	1360	34	1.88847
Smic140	318	103.257	0	0
Smic141	972	739.077	51	5.21255
Smic142	9054	8821	0	0
Smic143	720	487.519	27	4.18351
Smic144	2163	1930	61	2.38749
Smic145	3831	3598	38	0.797796
Smic146	300	89.7798	6	5.04826
Smic147	1923	1690	13	0.581067
Smic148	2754	2521	586	17.5588
Smic149	855	622.417	40	4.85453
Smic150	726	493.519	13	1.9898
Smic151	1697	1464	2	0.103195
Smic152	2064	1831	0	0
Smic153	1056	823	0	0
Smic154	1716	1483	120	6.11237
Smic155	726	493.519	13	1.9898
Smic156	897	664.291	10	1.13713
Smic157	981	748.077	143	14.4397
Smic158	615	382.916	1	0.197272
Smic159	2568	2335	67	2.16749
Smic160	789	556.417	47	6.38067
Smic161	1929	1696	18	0.801707
Smic162	618	385.916	8	1.56591
Smic163	1587	1354	8	0.446314
Smic164	222	40.5928	11	20.4698
Smic165	939	706.291	11	1.17646
Smic166	8343	8110	0	0
Smic167	1125	892	70	5.92792
Smic168	282	76.879	0	0
Smic169	942	709.291	0	0
Smic170	1062	829	54	4.92049
Smic171	1632	1399	89	4.80553
Smic172	1038	805	72	6.75625
Smic173	819	586.417	8	1.03051
Smic174	318	103.257	0	0
Smic175	1710	1477	29	1.48316
Smic176	3033	2800	53	1.42984
Smic177	5637	5404	86.2492	1.20562
Smic178	2661	2428	116.751	3.63229
Smic179	8001	7768	2	0.0194487
Smic180	4557	4324	256	4.47222
Smic181	459	229.153	13	4.28536
Smic182	1824	1591	82	3.89326
Smic183	2445	2212	21	0.717139
Smic184	300	89.7798	0	0
Smic185	1722	1489	46.0872	2.33805
Smic186	849	616.417	23	2.81853
