target_id	length	eff_length	est_counts	tpm
Smic1	426	206.806	0	0
Smic2	981	753.829	2	0.203879
Smic3	1044	816.829	0	0
Smic4	10524	10296.8	353	2.63443
Smic5	2184	1956.83	373	14.6477
Smic6	528	303.719	35	8.85546
Smic7	852	625.322	52	6.3902
Smic8	1980	1752.83	196	8.59273
Smic9	513	289.372	27	7.17004
Smic10	3087	2859.83	384	10.3182
Smic11	4134	3906.83	170	3.34379
Smic12	6045	5817.83	411	5.4287
Smic13	2631	2403.83	90	2.87709
Smic14	312	109.08	28	19.7254
Smic15	2481	2253.83	691	23.5598
Smic16	708	482.07	163	25.9832
Smic17	837	610.322	190	23.9226
Smic18	1068	840.829	418	38.2017
Smic19	1980	1752.83	4	0.175362
Smic20	1905	1677.83	0	0
Smic21	996	768.829	0	0
Smic22	1980	1752.83	0	0
Smic23	1821	1593.83	217	10.4624
Smic24	2373	2145.83	359	12.8562
Smic25	1173	945.829	125	10.1558
Smic26	5430	5202.83	329.372	4.86476
Smic27	11499	11271.8	112	0.763551
Smic28	9642	9414.83	828	6.75822
Smic29	3465	3237.83	306	7.26243
Smic30	5217	4989.83	116	1.78643
Smic31	1281	1053.83	238	17.3549
Smic32	1134	906.829	64	5.42337
Smic33	747	520.769	45	6.64022
Smic34	4509	4281.83	1748.27	31.3757
Smic35	663	437.254	40	7.02977
Smic36	3702	3474.83	580.794	12.8441
Smic37	1983	1755.83	39	1.70686
Smic38	648	422.382	68	12.3714
Smic39	1083	855.829	0	0
Smic40	4248	4020.83	217	4.14724
Smic41	8046	7818.83	385	3.78385
Smic42	3612	3384.83	235	5.33514
Smic43	2310	2082.83	161	5.94001
Smic44	345	135.295	3	1.70394
Smic45	5580	5352.83	336.289	4.82774
Smic46	717	490.973	0	0
Smic47	2067	1839.83	0	0
Smic48	1422	1194.83	287	18.4583
Smic49	1440	1212.83	62	3.92832
Smic50	7827	7599.83	15	0.151671
Smic51	894	667.257	55	6.33409
Smic52	375	160.768	3	1.43395
Smic53	1182	954.829	0	0
Smic54	750	523.717	104	15.2599
Smic55	2547	2319.83	52	1.72251
Smic56	360	147.877	1	0.519654
Smic57	1452	1224.83	98	6.14844
Smic58	336	127.845	0	0
Smic59	669	443.21	13	2.25397
Smic60	2397	2169.83	114	4.03733
Smic61	1974	1746.83	142	6.24673
Smic62	867	640.322	72	8.6407
Smic63	1680	1452.83	72	3.80831
Smic64	384	168.73	0	0
Smic65	6501	6273.83	0	0
Smic66	867	640.322	0	0
Smic67	528	303.719	9	2.27712
Smic68	645	419.382	31	5.68023
Smic69	696	470.118	47	7.68256
Smic70	2052	1824.83	156	6.56927
Smic71	558	333.139	61	14.0708
Smic72	7701	7473.83	0	0
Smic73	1680	1452.83	0	0
Smic74	1659	1431.83	0	0
Smic75	471	249.12	0	0
Smic76	1341	1113.83	6	0.41395
Smic77	1809	1581.83	0	0
Smic78	408	190.248	13	5.25096
Smic79	5526	5298.83	60.3917	0.875814
Smic80	8853	8625.83	0	0
Smic81	3081	2853.83	0	0
Smic82	2970	2742.83	0	0
Smic83	11577	11349.8	86	0.582269
Smic84	2085	1857.83	65.7556	2.71983
Smic85	687	461.164	45	7.49845
Smic86	2862	2634.83	9	0.262485
Smic87	4305	4077.83	25.0733	0.472495
Smic88	4017	3789.83	34	0.689404
Smic89	2373	2145.83	51.0005	1.82639
Smic90	9591	9363.83	187	1.53463
Smic91	591	365.683	0	0
Smic92	3213	2985.83	217	5.58482
Smic93	3789	3561.83	221	4.76797
Smic94	3246	3018.83	306	7.78928
Smic95	801	574.442	566	75.7155
Smic96	3297	3069.83	155	3.88
