target_id	length	eff_length	est_counts	tpm
Smic1	426	209.591	0	0
Smic2	981	760.039	14	1.60696
Smic3	1044	822.962	0	0
Smic4	10524	10303	417	3.53092
Smic5	2184	1962.96	209	9.28855
Smic6	528	309.155	49	13.8272
Smic7	852	631.947	87	12.0102
Smic8	1980	1758.96	147	7.29079
Smic9	513	294.399	22	6.51927
Smic10	3087	2865.96	301	9.16241
Smic11	4134	3912.96	169	3.76786
Smic12	6045	5823.96	451	6.75572
Smic13	2631	2409.96	106	3.83715
Smic14	312	107.744	33	26.7199
Smic15	2481	2259.96	650	25.0914
Smic16	708	488.334	122	21.795
Smic17	837	616.947	235	33.2302
Smic18	1068	846.962	365	37.5961
Smic19	1980	1758.96	8	0.396777
Smic20	1905	1683.96	0	0
Smic21	996	774.962	0	0
Smic22	1980	1758.96	0	0
Smic23	1821	1599.96	268	14.613
Smic24	2373	2151.96	335	13.5807
Smic25	1173	951.962	168	15.3958
Smic26	5430	5208.96	276.352	4.62833
Smic27	11499	11278	81	0.626568
Smic28	9642	9420.96	767	7.10254
Smic29	3465	3243.96	284	7.63759
Smic30	5217	4995.96	83	1.44935
Smic31	1281	1059.96	216	17.7778
Smic32	1134	912.962	78	7.45342
Smic33	747	527.231	34	5.6259
Smic34	4509	4287.96	1408.09	28.648
Smic35	663	443.473	61	11.9999
Smic36	3702	3480.96	317.094	7.94699
Smic37	1983	1761.96	58	2.87174
Smic38	648	428.516	22	4.47888
Smic39	1083	861.962	0	0
Smic40	4248	4026.96	240	5.19933
Smic41	8046	7824.96	383	4.27002
Smic42	3612	3390.96	137	3.52461
Smic43	2310	2088.96	171	7.14133
Smic44	345	135.466	2	1.28799
Smic45	5580	5358.96	277.736	4.52131
Smic46	717	497.334	0	0
Smic47	2067	1845.96	0	0
Smic48	1422	1200.96	295	21.4292
Smic49	1440	1218.96	61	4.36569
Smic50	7827	7605.96	21	0.240868
Smic51	894	673.622	60	7.77049
Smic52	375	161.964	1	0.538635
Smic53	1182	960.962	0	0
Smic54	750	530.231	88	14.4788
Smic55	2547	2325.96	16	0.60011
Smic56	360	148.573	5	2.93592
Smic57	1452	1230.96	155	10.985
Smic58	336	127.759	0	0
Smic59	669	449.473	5	0.970466
Smic60	2397	2175.96	87	3.48804
Smic61	1974	1752.96	113	5.62367
Smic62	867	646.755	77	10.3864
Smic63	1680	1458.96	91	5.4414
Smic64	384	170.301	0	0
Smic65	6501	6279.96	0	0
Smic66	867	646.755	3	0.404664
Smic67	528	309.155	12	3.38625
Smic68	645	425.516	84	17.2217
Smic69	696	476.382	16	2.93007
Smic70	2052	1830.96	76	3.62116
Smic71	558	338.995	29	7.46309
Smic72	7701	7479.96	0	0
Smic73	1680	1458.96	0	0
Smic74	1659	1437.96	0	0
Smic75	471	252.971	0	0
Smic76	1341	1119.96	14	1.09053
Smic77	1809	1587.96	0	0
Smic78	408	192.512	20	9.0633
Smic79	5526	5304.96	85.3535	1.40363
Smic80	8853	8631.96	0	0
Smic81	3081	2859.96	0	0
Smic82	2970	2748.96	0	0
Smic83	11577	11356	51	0.391796
Smic84	2085	1863.96	45	2.10615
Smic85	687	467.382	36	6.71961
Smic86	2862	2640.96	8	0.264266
Smic87	4305	4083.96	34.7463	0.742234
Smic88	4017	3795.96	16	0.367715
Smic89	2373	2151.96	35	1.41888
Smic90	9591	9369.96	156	1.45245
Smic91	591	371.675	0	0
Smic92	3213	2991.96	151	4.40286
Smic93	3789	3567.96	212	5.18357
Smic94	3246	3024.96	276	7.95981
Smic95	801	581.008	579	86.9381
Smic96	3297	3075.96	187	5.30364
Smic97	2724	2502.96	96	3.34604
Smic98	237	52.2964	0	0
Smic99	8709	8487.96	406	4.17288
Smic100	1356	1134.96	64	4.9194
Smic101	4716	4494.96	82	1.59148
Smic102	5841	5619.96	12	0.186278
Smic103	750	530.231	0	0
Smic104	207	34.3067	58	147.49
Smic105	1641	1419.96	186	11.4275
Smic106	450	232.752	0	0
Smic107	1383	1161.96	18	1.35143
Smic108	1815	1593.96	89.7346	4.91129
Smic109	1257	1035.96	165	13.8948
Smic110	960	739.265	146	17.2292
Smic111	432	215.312	5	2.02589
Smic112	1224	1002.96	0	0
Smic113	1011	789.962	17	1.8774
Smic114	981	760.039	0	0
Smic115	1725	1503.96	55	3.19036
Smic116	1752	1530.96	97	5.5274
Smic117	1485	1263.96	53	3.6581
Smic118	261	68.2437	9	11.5052
Smic119	10275	10054	45	0.390471
Smic120	1596	1374.96	229	14.5298
Smic121	8121	7899.96	0	0
Smic122	5316	5094.96	0	0
Smic123	3126	2904.96	15	0.450468
Smic124	336	127.759	61	41.6535
Smic125	489	270.654	2	0.644657
Smic126	240	54.2799	32	51.4309
Smic127	288	88.5392	279	274.905
Smic128	1158	936.962	0	0
Smic129	12531	12310	1040.72	7.37548
Smic130	9963	9741.96	16	0.14328
Smic131	15693	15472	761.699	4.29488
Smic132	4320	4098.96	421.749	8.97621
Smic133	651	431.516	0	0
Smic134	1536	1314.96	0	0
Smic135	8673	8451.96	470	4.85125
Smic136	4059	3837.96	272	6.18275
Smic137	1191	969.962	241	21.6758
Smic138	1473	1251.96	235.043	16.3784
Smic139	1593	1371.96	44	2.79785
Smic140	318	112.69	0	0
Smic141	972	751.19	134	15.5621
Smic142	9054	8832.96	0	0
Smic143	720	500.334	22	3.83598
Smic144	2163	1941.96	96	4.31265
Smic145	3831	3609.96	57	1.37748
Smic146	300	98.0462	5	4.4489
Smic147	1923	1701.96	24	1.2302
Smic148	2754	2532.96	848	29.2066
Smic149	855	634.947	49	6.73243
Smic150	726	506.334	16	2.75674
Smic151	1697	1475.96	6	0.354642
Smic152	2064	1842.96	0	0
Smic153	1056	834.962	0	0
Smic154	1716	1494.96	193	11.2627
Smic155	726	506.334	15	2.58445
Smic156	897	676.622	20	2.57868
Smic157	981	760.039	209	23.9897
Smic158	615	395.6	5	1.10262
Smic159	2568	2346.96	122	4.5349
Smic160	789	569.065	58	8.89159
Smic161	1929	1707.96	47	2.40067
Smic162	618	398.6	6	1.31319
Smic163	1587	1365.96	6	0.383201
Smic164	222	42.7122	7	14.2975
Smic165	939	718.485	14	1.6999
Smic166	8343	8121.96	0	0
Smic167	1125	903.962	99	9.55429
Smic168	282	83.8392	0	0
Smic169	942	721.485	0	0
Smic170	1062	840.962	69	7.15791
Smic171	1632	1410.96	121	7.48141
Smic172	1038	816.962	115	12.2803
Smic173	819	599.008	17	2.47588
Smic174	318	112.69	0	0
Smic175	1710	1488.96	67	3.92559
Smic176	3033	2811.96	36	1.11688
Smic177	5637	5415.96	129.917	2.09268
Smic178	2661	2439.96	148	5.29166
Smic179	8001	7779.96	6	0.0672802
Smic180	4557	4335.96	355	7.1426
Smic181	459	241.395	17	6.14376
Smic182	1824	1602.96	149	8.10917
Smic183	2445	2223.96	46	1.80445
Smic184	300	98.0462	2	1.77956
Smic185	1722	1500.96	69	4.01045
Smic186	849	628.947	62	8.59985
Smic187	1209	987.962	20	1.76605
Smic188	357	145.818	22	13.1621
Smic189	2271	2049.96	76	3.23431
Smic190	1224	1002.96	189	16.4396
Smic191	3345	3123.96	354.403	9.89703
Smic192	11589	11368	780.67	5.99099
Smic193	1356	1134.96	61	4.6888
Smic194	570	350.926	5	1.24299
Smic195	597	377.638	528	121.975
Smic196	1416	1194.96	66	4.81841
Smic197	459	241.395	17	6.14376
Smic198	2025	1803.96	343.554	16.6143
Smic199	723	503.334	89	15.4258
Smic200	3342	3120.96	214	5.9819
Smic201	1392	1170.96	53	3.94863
Smic202	4128	3906.96	0	0
Smic203	702	482.334	1374	248.515
Smic204	4152	3930.96	833	18.4867
Smic205	567	347.926	0	0
Smic206	1419	1197.96	0	0
Smic207	1497	1275.96	115	7.86273
Smic208	2016	1794.96	82	3.9854
Smic209	483	264.815	86	28.3315
Smic210	5061	4839.96	359	6.47092
Smic211	4062	3840.96	1415	32.1388
Smic212	6291	6069.96	809	11.6272
Smic213	525	306.279	20	5.69674
Smic214	273	77.249	48	54.2078
Smic215	1125	903.962	430	41.4984
Smic216	513	294.399	23	6.8156
Smic217	1197	975.962	222	19.8442
Smic218	822	602.008	34	4.92709
Smic219	402	186.82	1	0.46697
Smic220	621	401.6	54	11.7304
Smic221	981	760.039	49	5.62437
Smic222	10011	9789.96	175	1.55945
Smic223	3162	2940.96	3	0.0889908
Smic224	2043	1821.96	228	10.9171
Smic225	423	206.865	82	34.5812
Smic226	3342	3120.96	607	16.9673
Smic227	3414	3192.96	289	7.89619
Smic228	1110	888.962	53	5.20123
Smic229	1653	1431.96	91	5.544
Smic230	813	593.008	15	2.20671
Smic231	1779	1557.96	26	1.45589
Smic232	1257	1035.96	4	0.336845
Smic233	603	383.6	0	0
Smic234	1587	1365.96	34	2.17147
Smic235	2103	1881.96	112	5.19183
Smic236	1257	1035.96	77	6.48426
Smic237	1791	1569.96	52	2.88953
Smic238	1830	1608.96	22	1.19286
Smic239	4206	3984.96	245	5.36359
Smic240	3345	3123.96	663	18.5149
Smic241	4983	4761.96	742	13.5935
Smic242	1227	1005.96	25	2.16806
Smic243	4314	4092.96	195	4.15633
Smic244	300	98.0462	3	2.66934
Smic245	1416	1194.96	88	6.42454
Smic246	1635	1413.96	240	14.8077
Smic247	4575	4353.96	55	1.10203
Smic248	4995	4773.96	326	5.95734
Smic249	219	40.9785	6	12.7735
Smic250	5133	4911.96	485	8.61391
Smic251	6135	5913.96	0	0
