target_id	length	eff_length	est_counts	tpm
Smic1	426	211.841	0	0
Smic2	981	763.658	0	0
Smic3	1044	826.658	0	0
Smic4	10524	10306.7	375	2.79248
Smic5	2184	1966.66	243.396	9.49864
Smic6	528	311.823	17	4.18425
Smic7	852	635.214	92	11.1159
Smic8	1980	1762.66	74	3.22211
Smic9	513	296.943	11	2.84312
Smic10	3087	2869.66	281	7.51541
Smic11	4134	3916.66	80	1.56766
Smic12	6045	5827.66	334	4.39875
Smic13	2631	2413.66	78	2.48025
Smic14	312	108.655	17	12.0081
Smic15	2481	2263.66	517	17.529
Smic16	708	491.489	98	15.3034
Smic17	837	620.214	123	15.2209
Smic18	1068	850.658	277	24.992
Smic19	1980	1762.66	0	0
Smic20	1905	1687.66	0	0
Smic21	996	778.658	0	0
Smic22	1980	1762.66	0	0
Smic23	1821	1603.66	251	12.0126
Smic24	2373	2155.66	271	9.64863
Smic25	1173	955.658	85	6.82642
Smic26	5430	5212.66	252.272	3.71438
Smic27	11499	11281.7	61	0.414986
Smic28	9642	9424.66	516	4.20204
Smic29	3465	3247.66	438	10.351
Smic30	5217	4999.66	52	0.798251
Smic31	1281	1063.66	122	8.80307
Smic32	1134	916.658	54	4.52129
Smic33	747	530.439	43	6.2217
Smic34	4509	4291.66	1253.57	22.4182
Smic35	663	446.537	16	2.75004
Smic36	3702	3484.66	239.8	5.2816
Smic37	1983	1765.66	55	2.39074
Smic38	648	431.58	26	4.62369
Smic39	1083	865.658	0	0
Smic40	4248	4030.66	188.663	3.59242
Smic41	8046	7828.66	208	2.03917
Smic42	3612	3394.66	178	4.02439
Smic43	2310	2092.66	94	3.44751
Smic44	345	136.858	0	0
Smic45	5580	5362.66	210	3.00549
Smic46	717	500.439	0	0
Smic47	2067	1849.66	0	0
Smic48	1422	1204.66	260	16.5648
Smic49	1440	1222.66	108	6.77946
Smic50	7827	7609.66	21	0.211802
Smic51	894	677.083	25	2.83384
Smic52	375	163.971	7	3.27647
Smic53	1182	964.658	0	0
Smic54	750	533.439	80	11.5102
Smic55	2547	2329.66	10	0.329446
Smic56	360	150.341	0	0
Smic57	1452	1234.66	114	7.08655
Smic58	336	128.884	0	0
Smic59	669	452.537	15	2.54398
Smic60	2397	2179.66	135	4.75359
Smic61	1974	1756.66	91	3.97586
