target_id	length	eff_length	est_counts	tpm
Smic1	426	212.317	0	0
Smic2	981	765.419	0	0
Smic3	1044	828.419	0	0
Smic4	10524	10308.4	0	0
Smic5	2184	1968.42	0	0
Smic6	528	312.732	0	0
Smic7	852	636.419	0	0
Smic8	1980	1764.42	0	0
Smic9	513	297.915	0	0
Smic10	3087	2871.42	0	0
Smic11	4134	3918.42	0	0
Smic12	6045	5829.42	0	0
Smic13	2631	2415.42	0	0
Smic14	312	108.719	0	0
Smic15	2481	2265.42	9	0.318445
Smic16	708	492.471	0	0
Smic17	837	621.419	0	0
Smic18	1068	852.419	0	0
Smic19	1980	1764.42	0	0
Smic20	1905	1689.42	0	0
Smic21	996	780.419	0	0
Smic22	1980	1764.42	0	0
Smic23	1821	1605.42	0	0
Smic24	2373	2157.42	0	0
Smic25	1173	957.419	0	0
Smic26	5430	5214.42	0	0
Smic27	11499	11283.4	0	0
Smic28	9642	9426.42	0	0
Smic29	3465	3249.42	0	0
Smic30	5217	5001.42	0	0
Smic31	1281	1065.42	0	0
Smic32	1134	918.419	0	0
Smic33	747	531.419	0	0
Smic34	4509	4293.42	0	0
Smic35	663	447.518	0	0
Smic36	3702	3486.42	0	0
Smic37	1983	1767.42	0	0
Smic38	648	432.518	0	0
Smic39	1083	867.419	0	0
Smic40	4248	4032.42	0	0
Smic41	8046	7830.42	0	0
Smic42	3612	3396.42	0	0
Smic43	2310	2094.42	0	0
Smic44	345	136.876	0	0
Smic45	5580	5364.42	0	0
Smic46	717	501.471	0	0
Smic47	2067	1851.42	0	0
Smic48	1422	1206.42	0	0
Smic49	1440	1224.42	0	0
Smic50	7827	7611.42	0	0
Smic51	894	678.419	0	0
Smic52	375	163.883	0	0
Smic53	1182	966.419	0	0
Smic54	750	534.419	0	0
Smic55	2547	2331.42	0	0
Smic56	360	150.554	0	0
Smic57	1452	1236.42	0	0
Smic58	336	129.095	0	0
Smic59	669	453.518	0	0
Smic60	2397	2181.42	0	0
Smic61	1974	1758.42	0	0
Smic62	867	651.419	0	0
Smic63	1680	1464.42	0	0
Smic64	384	172.472	0	0
Smic65	6501	6285.42	0	0
Smic66	867	651.419	0	0
Smic67	528	312.732	0	0
Smic68	645	429.518	0	0
Smic69	696	480.471	0	0
Smic70	2052	1836.42	0	0
Smic71	558	342.633	0	0
Smic72	7701	7485.42	0	0
Smic73	1680	1464.42	0	0
Smic74	1659	1443.42	0	0
Smic75	471	256.383	0	0
Smic76	1341	1125.42	0	0
Smic77	1809	1593.42	0	0
Smic78	408	195.191	0	0
Smic79	5526	5310.42	0	0
Smic80	8853	8637.42	0	0
Smic81	3081	2865.42	0	0
Smic82	2970	2754.42	0	0
Smic83	11577	11361.4	0	0
Smic84	2085	1869.42	0	0
Smic85	687	471.471	0	0
Smic86	2862	2646.42	0	0
Smic87	4305	4089.42	0	0
Smic88	4017	3801.42	0	0
Smic89	2373	2157.42	2	0.074308
Smic90	9591	9375.42	0	0
Smic91	591	375.597	6.259	1.33574
Smic92	3213	2997.42	0	0
Smic93	3789	3573.42	0	0
Smic94	3246	3030.42	0	0
Smic95	801	585.419	0	0
Smic96	3297	3081.42	0	0
Smic97	2724	2508.42	0	0
Smic98	237	52.7631	0	0
Smic99	8709	8493.42	0	0
Smic100	1356	1140.42	0	0
Smic101	4716	4500.42	0	0
Smic102	5841	5625.42	0	0
Smic103	750	534.419	0	0
Smic104	207	34.2016	0	0
Smic105	1641	1425.42	0	0
Smic106	450	235.78	0	0
Smic107	1383	1167.42	0	0
Smic108	1815	1599.42	0	0
Smic109	1257	1041.42	0	0
Smic110	960	744.419	0	0
Smic111	432	218.143	0	0
Smic112	1224	1008.42	0	0
Smic113	1011	795.419	0	0
Smic114	981	765.419	0	0
Smic115	1725	1509.42	0	0
Smic116	1752	1536.42	0	0
Smic117	1485	1269.42	0	0
Smic118	261	69.3478	0	0
Smic119	10275	10059.4	0	0
Smic120	1596	1380.42	0	0
Smic121	8121	7905.42	0	0
Smic122	5316	5100.42	0	0
Smic123	3126	2910.42	0	0
Smic124	336	129.095	0	0
Smic125	489	274.197	0	0
Smic126	240	54.6215	0	0
Smic127	288	89.1234	0	0
Smic128	1158	942.419	0	0
Smic129	12531	12315.4	0	0
Smic130	9963	9747.42	0	0
Smic131	15693	15477.4	0	0
Smic132	4320	4104.42	0	0
Smic133	651	435.518	0	0
Smic134	1536	1320.42	0	0
Smic135	8673	8457.42	0	0
Smic136	4059	3843.42	0	0
Smic137	1191	975.419	0	0
Smic138	1473	1257.42	0	0
Smic139	1593	1377.42	0	0
Smic140	318	113.6	0	0
Smic141	972	756.419	0	0
Smic142	9054	8838.42	0	0
Smic143	720	504.471	0	0
Smic144	2163	1947.42	0	0
Smic145	3831	3615.42	0	0
Smic146	300	98.8608	0	0
Smic147	1923	1707.42	0	0
Smic148	2754	2538.42	0	0
Smic149	855	639.419	0	0
Smic150	726	510.471	0	0
Smic151	1697	1481.42	0	0
Smic152	2064	1848.42	0	0
Smic153	1056	840.419	0	0
Smic154	1716	1500.42	0	0
Smic155	726	510.471	0	0
Smic156	897	681.419	0	0
Smic157	981	765.419	0	0
Smic158	615	399.559	0	0
Smic159	2568	2352.42	0	0
Smic160	789	573.419	0	0
Smic161	1929	1713.42	0	0
Smic162	618	402.559	0	0
Smic163	1587	1371.42	0	0
Smic164	222	43.2398	0	0
Smic165	939	723.419	0	0
Smic166	8343	8127.42	0	0
Smic167	1125	909.419	0	0
Smic168	282	84.4982	0	0
Smic169	942	726.419	0	0
Smic170	1062	846.419	0	0
Smic171	1632	1416.42	0	0
Smic172	1038	822.419	0	0
Smic173	819	603.419	0	0
Smic174	318	113.6	0	0
Smic175	1710	1494.42	0	0
Smic176	3033	2817.42	0	0
Smic177	5637	5421.42	0	0
Smic178	2661	2445.42	0	0
Smic179	8001	7785.42	0	0
Smic180	4557	4341.42	0	0
Smic181	459	244.684	0	0
Smic182	1824	1608.42	0	0
Smic183	2445	2229.42	0	0
Smic184	300	98.8608	0	0
Smic185	1722	1506.42	0	0
Smic186	849	633.419	0	0
Smic187	1209	993.419	0	0
Smic188	357	147.846	0	0
Smic189	2271	2055.42	0	0
Smic190	1224	1008.42	0	0
Smic191	3345	3129.42	0	0
Smic192	11589	11373.4	0	0
Smic193	1356	1140.42	0	0
Smic194	570	354.597	0	0
Smic195	597	381.597	1	0.210056
Smic196	1416	1200.42	0	0
Smic197	459	244.684	0	0
Smic198	2025	1809.42	0	0
Smic199	723	507.471	0	0
Smic200	3342	3126.42	0	0
Smic201	1392	1176.42	0	0
Smic202	4128	3912.42	0	0
Smic203	702	486.471	0	0
Smic204	4152	3936.42	0	0
Smic205	567	351.633	0	0
Smic206	1419	1203.42	0	0
Smic207	1497	1281.42	0	0
Smic208	2016	1800.42	0	0
Smic209	483	268.252	0	0
Smic210	5061	4845.42	0	0
Smic211	4062	3846.42	0	0
Smic212	6291	6075.42	0	0
Smic213	525	309.763	0	0
Smic214	273	77.9468	0	0
Smic215	1125	909.419	0	0
Smic216	513	297.915	0	0
Smic217	1197	981.419	0	0
Smic218	822	606.419	0	0
Smic219	402	189.521	0	0
Smic220	621	405.559	0	0
Smic221	981	765.419	0	0
Smic222	10011	9795.42	0	0
Smic223	3162	2946.42	0	0
Smic224	2043	1827.42	0	0
