target_id	length	eff_length	est_counts	tpm
Smic1	426	209.075	0	0
Smic2	981	759.568	2	0.158688
Smic3	1044	822.414	0	0
Smic4	10524	10302.4	346	2.02403
Smic5	2184	1962.41	182	5.58934
Smic6	528	308.278	40	7.81983
Smic7	852	630.779	69	6.59252
Smic8	1980	1758.41	126	4.31846
Smic9	513	293.428	13	2.67006
Smic10	3087	2865.41	230	4.83749
Smic11	4134	3912.41	83	1.27854
Smic12	6045	5823.41	372	3.84986
Smic13	2631	2409.41	75	1.87599
Smic14	312	108.277	37	20.5943
Smic15	2481	2259.41	520	13.8703
Smic16	708	487.123	101	12.4958
Smic17	837	615.842	174	17.0278
Smic18	1068	846.414	295	21.0048
Smic19	1980	1758.41	3	0.102821
Smic20	1905	1683.41	0	0
Smic21	996	774.492	0	0
Smic22	1980	1758.41	0	0
Smic23	1821	1599.41	212	7.98831
Smic24	2373	2151.41	303	8.48787
Smic25	1173	951.414	106	6.71454
Smic26	5430	5208.41	217.709	2.51913
Smic27	11499	11277.4	54	0.288579
Smic28	9642	9420.41	647	4.13918
Smic29	3465	3243.41	214	3.97641
Smic30	5217	4995.41	58	0.69974
Smic31	1281	1059.41	181	10.2966
Smic32	1134	912.414	59	3.89708
Smic33	747	526.072	23	2.63489
Smic34	4509	4287.41	807.759	11.3545
Smic35	663	442.399	28	3.81438
Smic36	3702	3480.41	223.377	3.86801
Smic37	1983	1761.41	40	1.36861
Smic38	648	427.485	23	3.24255
Smic39	1083	861.414	0	0
Smic40	4248	4026.41	176	2.63435
Smic41	8046	7824.41	264	2.03344
Smic42	3612	3390.41	164	2.91522
Smic43	2310	2088.41	157	4.53068
Smic44	345	135.679	0	0
Smic45	5580	5358.41	185	2.08073
Smic46	717	496.123	0	0
Smic47	2067	1845.41	0	0
Smic48	1422	1200.41	255	12.8023
Smic49	1440	1218.41	55	2.72049
Smic50	7827	7605.41	6	0.0475454
Smic51	894	672.779	54	4.83728
Smic52	375	162.053	3	1.11569
Smic53	1182	960.414	0	0
Smic54	750	529.072	88	10.0241
Smic55	2547	2325.41	16	0.414667
Smic56	360	148.582	0	0
Smic57	1452	1230.41	112	5.48588
Smic58	336	127.838	0	0
Smic59	669	448.31	6	0.80659
Smic60	2397	2175.41	104	2.88119
Smic61	1974	1752.41	0	0
Smic62	867	645.779	0	0
Smic63	1680	1458.41	28	1.15706
Smic64	384	170.246	0	0
Smic65	6501	6279.41	0	0
Smic66	867	645.779	0	0
Smic67	528	308.278	2	0.390992
Smic68	645	424.485	65	9.22849
Smic69	696	475.171	19	2.40981
Smic70	2052	1830.41	53	1.74504
Smic71	558	338.087	40	7.13036
Smic72	7701	7479.41	0	0
Smic73	1680	1458.41	0	0
Smic74	1659	1437.41	0	0
Smic75	471	252.245	0	0
Smic76	1341	1119.41	4	0.215352
Smic77	1809	1587.41	0	0
Smic78	408	192.236	14	4.38908
Smic79	5526	5304.41	85.7927	0.974749
Smic80	8853	8631.41	0	0
Smic81	3081	2859.41	0	0
Smic82	2970	2748.41	0	0
Smic83	11577	11355.4	30	0.15922
Smic84	2085	1863.41	52	1.6818
Smic85	687	466.218	16	2.06829
Smic86	2862	2640.41	7	0.159774
Smic87	4305	4083.41	30.3655	0.448163
Smic88	4017	3795.41	8	0.127031
Smic89	2373	2151.41	39	1.0925
Smic90	9591	9369.41	138	0.88766
Smic91	591	370.838	0	0
Smic92	3213	2991.41	91	1.83335
Smic93	3789	3567.41	202	3.41254
Smic94	3246	3024.41	195	3.88574
Smic95	801	579.964	616	64.0117
Smic96	3297	3075.41	144	2.82188
Smic97	2724	2502.41	52	1.25235
Smic98	237	53.6837	1	1.12263
Smic99	8709	8487.41	459	3.25925
Smic100	1356	1134.41	49	2.60318
Smic101	4716	4494.41	106.855	1.43285
Smic102	5841	5619.41	32	0.343193
Smic103	750	529.072	0	0
Smic104	207	35.1672	48	82.2589
Smic105	1641	1419.41	398	16.8987
Smic106	450	231.832	0	0
Smic107	1383	1161.41	23	1.19349
Smic108	1815	1593.41	128.181	4.84815
Smic109	1257	1035.41	274	15.9484
Smic110	960	738.568	195	15.912
Smic111	432	214.754	17	4.77076
Smic112	1224	1002.41	0	0
Smic113	1011	789.414	15	1.14516
Smic114	981	759.568	0	0
Smic115	1725	1503.41	129	5.1712
Smic116	1752	1530.41	182	7.16708
Smic117	1485	1263.41	60	2.8621
Smic118	261	69.3213	7	6.08571
Smic119	10275	10053.4	37	0.221803
Smic120	1596	1374.41	208	9.12065
Smic121	8121	7899.41	0	0
Smic122	5316	5094.41	0	0
Smic123	3126	2904.41	7	0.145251
Smic124	336	127.838	66	31.1145
Smic125	489	269.881	0	0
Smic126	240	55.4258	30	32.6204
Smic127	288	89.3609	187	126.117
Smic128	1158	936.414	0	0
Smic129	12531	12309.4	710	3.47617
Smic130	9963	9741.41	13	0.0804269
Smic131	15693	15471.4	562	2.1892
Smic132	4320	4098.41	371	5.45554
Smic133	651	430.442	0	0
Smic134	1536	1314.41	0	0
Smic135	8673	8451.41	341	2.43167
Smic136	4059	3837.41	229	3.59647
Smic137	1191	969.414	168	10.4443
Smic138	1473	1251.41	143	6.88676
Smic139	1593	1371.41	28	1.23047
Smic140	318	112.692	0	0
Smic141	972	750.568	83	6.6645
Smic142	9054	8832.41	0	0
Smic143	720	499.123	10	1.20746
Smic144	2163	1941.41	76	2.35926
Smic145	3831	3609.41	59	0.985134
Smic146	300	98.6139	1	0.611142
Smic147	1923	1701.41	19	0.673013
Smic148	2754	2532.41	585	13.922
Smic149	855	633.779	40	3.80366
Smic150	726	505.072	13	1.55121
Smic151	1697	1475.41	0	0
Smic152	2064	1842.41	0	0
Smic153	1056	834.414	0	0
Smic154	1716	1494.41	142	5.72661
Smic155	726	505.072	21	2.5058
Smic156	897	675.779	11	0.980997
Smic157	981	759.568	174	13.8058
Smic158	615	394.609	11	1.67999
Smic159	2568	2346.41	89	2.28594
Smic160	789	567.964	51	5.41164
Smic161	1929	1707.41	45	1.58838
Smic162	618	397.569	4	0.606356
Smic163	1587	1365.41	3	0.132415
Smic164	222	44.2654	3	4.08448
Smic165	939	717.64	4	0.335918
Smic166	8343	8121.41	0	0
Smic167	1125	903.414	61	4.06933
Smic168	282	84.6525	0	0
Smic169	942	720.64	0	0
Smic170	1062	840.414	44	3.15529
Smic171	1632	1410.41	94	4.01662
Smic172	1038	816.414	118	8.71067
Smic173	819	597.964	19	1.91495
Smic174	318	112.692	0	0
Smic175	1710	1488.41	60	2.42945
Smic176	3033	2811.41	41	0.878899
Smic177	5637	5415.41	148	1.64706
Smic178	2661	2439.41	119	2.93996
Smic179	8001	7779.41	4	0.030988
Smic180	4557	4335.41	252	3.50308
Smic181	459	240.618	9	2.25421
Smic182	1824	1602.41	95	3.57296
Smic183	2445	2223.41	24	0.650535
Smic184	300	98.6139	0	0
Smic185	1722	1500.41	53.0146	2.12943
Smic186	849	627.842	41	3.93562
Smic187	1209	987.414	38	2.31934
Smic188	357	145.905	29	11.9786
Smic189	2271	2049.41	116	3.41121
Smic190	1224	1002.41	158	9.49926
Smic191	3345	3123.41	208.743	4.02774
Smic192	11589	11367.4	532.767	2.82459
Smic193	1356	1134.41	26.3312	1.39888
Smic194	570	350.018	3	0.516548
Smic195	597	376.726	497	79.508
Smic196	1416	1194.41	32	1.61464
Smic197	459	240.618	12.0439	3.01661
Smic198	2025	1803.41	261.397	8.73543
Smic199	723	502.072	30	3.6011
Smic200	3342	3120.41	133	2.56874
Smic201	1392	1170.41	20	1.02984
Smic202	4128	3906.41	0	0
Smic203	702	481.171	1351.99	169.338
Smic204	4152	3930.41	649	9.95145
Smic205	567	347.018	0	0
Smic206	1419	1197.41	0	0
Smic207	1497	1275.41	103	4.86705
Smic208	2016	1794.41	63	2.11591
Smic209	483	263.908	55	12.56
Smic210	5061	4839.41	232	2.88918
Smic211	4062	3840.41	1092	17.1366
Smic212	6291	6069.41	1050.41	10.4301
Smic213	525	305.278	16	3.15867
Smic214	273	77.6991	40	31.0259
Smic215	1125	903.414	333	22.2145
Smic216	513	293.428	10	2.05389
Smic217	1197	975.414	180	11.1215
Smic218	822	600.964	27	2.70767
Smic219	402	186.661	3	0.968605
Smic220	621	400.569	26	3.9118
Smic221	981	759.568	33	2.61835
Smic222	10011	9789.41	107	0.658729
Smic223	3162	2940.41	3	0.0614883
Smic224	2043	1821.41	211.54	6.99943
Smic225	423	206.223	73	21.3337
Smic226	3342	3120.41	449	8.6719
Smic227	3414	3192.41	239	4.51189
Smic228	1110	888.414	34	2.30645
Smic229	1653	1431.41	45	1.89464
Smic230	813	591.964	19	1.93436
Smic231	1779	1557.41	15	0.580453
Smic232	1257	1035.41	2	0.116411
Smic233	603	382.726	0	0
Smic234	1587	1365.41	29	1.28001
Smic235	2103	1881.41	85	2.72279
Smic236	1257	1035.41	33	1.92079
Smic237	1791	1569.41	38	1.45924
Smic238	1830	1608.41	10	0.374699
Smic239	4206	3984.41	237	3.58479
Smic240	3345	3123.41	440	8.48991
Smic241	4983	4761.41	814	10.3031
Smic242	1227	1005.41	9	0.539483
Smic243	4314	4092.41	160	2.35624
Smic244	300	98.6139	1	0.611142
Smic245	1416	1194.41	43	2.16967
Smic246	1635	1413.41	157	6.69438
Smic247	4575	4353.41	36	0.498371
Smic248	4995	4773.41	232	2.92913
Smic249	219	42.5165	0	0
Smic250	5133	4911.41	334	4.09845
Smic251	6135	5913.41	0	0
Smic252	4254	4032.41	10	0.149456
Smic253	4260	4038.41	0	0
Smic254	888	666.779	9	0.813468
Smic255	2718	2496.41	79	1.90717
Smic256	2100	1878.41	85	2.72714
Smic257	939	717.64	87	7.30621
Smic258	816	594.964	53	5.36865
Smic259	1902	1680.41	248.756	8.92149
Smic260	2829	2607.41	132.945	3.07286
Smic261	6369	6147.41	643	6.30374
Smic262	1254	1032.41	28	1.6345
Smic263	4779	4557.41	61.2969	0.810588
Smic264	1872	1650.41	56	2.04491
Smic265	2493	2271.41	12	0.318394
Smic266	1098	876.414	0	0
Smic267	2697	2475.41	4543.13	110.608
Smic268	1731	1509.41	26	1.03811
Smic269	3525	3303.41	40	0.729755
Smic270	2346	2124.41	23.7774	0.674537
Smic271	507	287.516	1014.64	212.683
Smic272	1887	1665.41	174.347	6.30919
Smic273	2853	2631.41	24	0.54967
Smic274	1287	1065.41	1	0.0565668
Smic275	2667	2445.41	308	7.59064
Smic276	1050	828.414	7	0.509249
Smic277	963	741.568	8	0.650158
Smic278	11742	11520.4	122	0.638222
Smic279	960	738.568	1	0.0815998
Smic280	1503	1281.41	53	2.49268
Smic281	10632	10410.4	0	0
Smic282	285	87.0332	10	6.92461
Smic283	495	275.799	23	5.02591
Smic284	2625	2403.41	424	10.6321
Smic285	729	508.072	58	6.8799
Smic286	471	252.245	130	31.0599
Smic287	9933	9711.41	3	0.0186174
Smic288	285	87.0332	3	2.07738
Smic289	9855	9633.41	0	0
Smic290	1692	1470.41	72	2.95102
Smic291	4203	3981.41	153	2.31598
Smic292	417	200.573	20	6.00948
Smic293	375	162.053	14	5.20658
Smic294	3876	3654.41	0	0
Smic295	2931	2709.41	23	0.511602
Smic296	957	735.568	93	7.61974
Smic297	1326	1104.41	28	1.52794
Smic298	1560	1338.41	84	3.78241
Smic299	7095	6873.41	0	0
Smic300	717	496.123	0	0
Smic301	828	606.964	87	8.63846
Smic302	585	364.912	0	0
Smic303	1983	1761.41	38	1.30018
Smic304	1458	1236.41	24	1.16984
Smic305	2694	2472.41	151	3.68074
Smic306	3540	3318.41	0	0
Smic307	6468	6246.41	453	4.37066
Smic308	2484	2262.41	206	5.48751
Smic309	759	538.072	11	1.23206
Smic310	303	101.081	2	1.19245
Smic311	3351	3129.41	158	3.0428
Smic312	9546	9324.41	24	0.155121
Smic313	1254	1032.41	154.141	8.99796
Smic314	1050	828.414	113.859	8.28322
Smic315	369	156.695	4	1.53846
Smic316	6393	6171.41	39	0.380855
Smic317	837	615.842	64	6.26312
Smic318	2460	2238.41	39	1.05004
Smic319	1623	1401.41	0	0
Smic320	828	606.964	4	0.39717
Smic321	990	768.492	1	0.0784225
Smic322	504	284.63	2	0.423476
Smic323	486	266.908	3	0.677391
Smic324	270	75.6854	3	2.38885
Smic325	1023	801.414	2	0.150402
Smic326	750	529.072	1	0.113911
Smic327	321	115.243	0	0
Smic328	597	376.726	1	0.159976
Smic329	204	33.5285	3	5.39245
Smic330	2580	2358.41	127	3.24537
Smic331	3777	3555.41	0	0
Smic332	1272	1050.41	0	0
Smic333	7038	6816.41	307.229	2.71635
Smic334	3816	3594.41	144	2.41443
Smic335	2499	2277.41	0	0
Smic336	6087	5865.41	0	0
Smic337	636	415.569	56	8.12129
Smic338	2859	2637.41	197	4.50161
Smic339	435	217.623	0	0
Smic340	1227	1005.41	121	7.25304
Smic341	600	379.726	8.58181	1.36204
Smic342	1953	1731.41	0	0
Smic343	1779	1557.41	26	1.00612
Smic344	3546	3324.41	409	7.41461
Smic345	708	487.123	85	10.5162
Smic346	297	96.3374	0	0
Smic347	270	75.6854	0	0
Smic348	1650	1428.41	0	0
Smic349	1494	1272.41	0	0
Smic350	3786	3564.41	0	0
Smic351	669	448.31	8	1.07545
Smic352	1467	1245.41	108.542	5.25246
Smic353	627	406.569	31	4.59523
Smic354	3558	3336.41	222	4.01008
Smic355	10131	9909.41	0	0
Smic356	1068	846.414	147	10.4668
Smic357	798	576.964	63	6.58069
Smic358	2082	1860.41	0	0
Smic359	5322	5100.41	86	1.01619
Smic360	1035	813.414	40	2.96366
Smic361	1260	1038.41	320	18.572
Smic362	1170	948.414	42	2.66889
Smic363	1683	1461.41	410	16.9079
Smic364	399	183.888	7	2.29416
Smic365	1263	1041.41	60	3.47222
Smic366	2655	2433.41	63	1.56029
Smic367	246	59.1274	1	1.01927
Smic368	3534	3312.41	37.1291	0.675537
Smic369	1677	1455.41	77	3.18848
Smic370	1578	1356.41	5	0.222156
Smic371	288	89.3609	0	0
Smic372	1122	900.414	113	7.56338
Smic373	852	630.779	12	1.14653
Smic374	2538	2316.41	23	0.5984
Smic375	7395	7173.41	0	0
Smic376	2535	2313.41	96	2.50091
Smic377	19002	18780.4	326	1.04615
Smic378	3291	3069.41	136	2.67032
Smic379	3354	3132.41	481	9.25435
Smic380	360	148.582	22	8.92353
Smic381	1926	1704.41	67	2.36908
Smic382	2274	2052.41	0	0
Smic383	9993	9771.41	329	2.02917
Smic384	1335	1113.41	0	0
Smic385	2238	2016.41	0	0
Smic386	5502	5280.41	57	0.650559
Smic387	753	532.072	50.712	5.74407
Smic388	1905	1683.41	128	4.58246
Smic389	3837	3615.41	0	0
Smic390	771	549.964	0	0
Smic391	870	648.779	26	2.41522
Smic392	3576	3354.41	991	17.8048
Smic393	1146	924.414	0	0
Smic394	4242	4020.41	0	0
Smic395	1425	1203.41	5	0.2504
Smic396	1122	900.414	0	0
Smic397	3033	2811.41	0	0
Smic398	5229	5007.41	598	7.19727
Smic399	1179	957.414	24	1.51075
Smic400	2073	1851.41	15	0.488278
Smic401	5544	5322.41	57	0.645426
Smic402	3522	3300.41	0	0
Smic403	615	394.609	1	0.152726
Smic404	3873	3651.41	24.2227	0.399798
Smic405	4791	4569.41	0	0
Smic406	915	693.711	0	0
Smic407	1692	1470.41	0	0
Smic408	3540	3318.41	69	1.25314
Smic409	1806	1584.41	0	0
Smic410	228	47.7415	38	47.9698
Smic411.t1	507	287.516	47	9.85182
Smic412	1452	1230.41	56	2.74294
Smic413	831	609.903	61	6.02766
Smic414	3327	3105.41	27	0.523991
Smic415	1305	1083.41	17	0.945658
Smic416	6351	6129.41	0	0
Smic417	6318	6096.41	0	0
Smic418	855	633.779	0	0
Smic419	1974	1752.41	25	0.859772
Smic420	504	284.63	37	7.8343
Smic421	561	341.053	23	4.0643
Smic422	1143	921.414	0	0
Smic423	5247	5025.41	50	0.599623
Smic424	834	612.842	9	0.885062
Smic425	1488	1266.41	31	1.47525
Smic426	651	430.442	1	0.140012
Smic427	1695	1473.41	45	1.84063
Smic428	297	96.3374	121	75.6956
Smic429	1023	801.414	50	3.76004
Smic430	549	329.087	65	11.9037
Smic431	609	388.687	0	0
Smic432	552	332.087	36	6.53327
Smic433	1938	1716.41	130	4.56458
Smic434	2205	1983.41	25	0.759638
Smic435	309	105.861	0	0
Smic436	3054	2832.41	33	0.702162
Smic437	1974	1752.41	92	3.16396
Smic438	768	546.964	81	8.92496
Smic439	666	445.355	108	14.615
Smic440	465	246.421	13	3.1794
Smic441	1722	1500.41	476	19.1195
Smic442	1227	1005.41	11	0.659368
Smic443	978	756.568	0	0
Smic444	882	660.779	0	0
Smic445	474	255.143	40	9.44834
Smic446	1011	789.414	0	0
Smic447	1551	1329.41	55	2.49334
Smic448	1302	1080.41	246	13.7222
Smic449	618	397.569	112	16.978
Smic450	1506	1284.41	72	3.37837
Smic451	2376	2154.41	0	0
Smic452	285	87.0332	0	0
Smic453	5406	5184.41	64	0.743978
Smic454	222	44.2654	69	93.9431
Smic455	7725	7503.41	378	3.03608
Smic456	1506	1284.41	101	4.7391
Smic457	972	750.568	0	0
Smic458	1440	1218.41	108	5.34206
Smic459	1836	1614.41	194	7.24214
Smic460	225	45.8822	1	1.31352
Smic461	5013	4791.41	1	0.0125781
Smic462	828	606.964	28	2.78019
Smic463	633	412.569	0	0
Smic464	2460	2238.41	3	0.080772
Smic465	3531	3309.41	0	0
Smic466	1116	894.414	18	1.21287
Smic467	3273	3051.41	0	0
Smic468	426	209.075	0	0
Smic469	13743	13521.4	1110	4.94744
