target_id	length	eff_length	est_counts	tpm
Smic1	426	238.145	0	0
Smic2	981	792.583	0	0
Smic3	1044	855.583	0	0
Smic4	10524	10335.6	0	0
Smic5	2184	1995.58	0	0
Smic6	528	339.583	0	0
Smic7	852	663.583	0	0
Smic8	1980	1791.58	0	0
Smic9	513	324.583	0	0
Smic10	3087	2898.58	0	0
Smic11	4134	3945.58	0	0
Smic12	6045	5856.58	0	0
Smic13	2631	2442.58	0	0
Smic14	312	128.601	0	0
Smic15	2481	2292.58	0	0
Smic16	708	519.583	0	0
Smic17	837	648.583	0	0
Smic18	1068	879.583	0	0
Smic19	1980	1791.58	0	0
Smic20	1905	1716.58	0	0
Smic21	996	807.583	0	0
Smic22	1980	1791.58	0	0
Smic23	1821	1632.58	0	0
Smic24	2373	2184.58	0	0
Smic25	1173	984.583	0	0
Smic26	5430	5241.58	0	0
Smic27	11499	11310.6	0	0
Smic28	9642	9453.58	0	0
Smic29	3465	3276.58	0	0
Smic30	5217	5028.58	0	0
Smic31	1281	1092.58	0	0
Smic32	1134	945.583	0	0
Smic33	747	558.583	0	0
Smic34	4509	4320.58	0	0
Smic35	663	474.583	0	0
Smic36	3702	3513.58	0	0
Smic37	1983	1794.58	0	0
Smic38	648	459.583	0	0
Smic39	1083	894.583	0	0
Smic40	4248	4059.58	0	0
Smic41	8046	7857.58	0	0
Smic42	3612	3423.58	0	0
Smic43	2310	2121.58	0	0
Smic44	345	160.272	0	0
Smic45	5580	5391.58	0	0
Smic46	717	528.583	0	0
Smic47	2067	1878.58	0	0
Smic48	1422	1233.58	0	0
Smic49	1440	1251.58	0	0
Smic50	7827	7638.58	0	0
Smic51	894	705.583	0	0
Smic52	375	188.389	0	0
Smic53	1182	993.583	0	0
Smic54	750	561.583	0	0
Smic55	2547	2358.58	0	0
Smic56	360	174.501	0	0
Smic57	1452	1263.58	0	0
Smic58	336	151.433	0	0
Smic59	669	480.583	0	0
Smic60	2397	2208.58	0	0
Smic61	1974	1785.58	0	0
Smic62	867	678.583	0	0
Smic63	1680	1491.58	0	0
Smic64	384	197.114	0	0
Smic65	6501	6312.58	0	0
Smic66	867	678.583	0	0
Smic67	528	339.583	0	0
Smic68	645	456.583	0	0
Smic69	696	507.583	0	0
Smic70	2052	1863.58	0	0
Smic71	558	369.583	0	0
Smic72	7701	7512.58	0	0
Smic73	1680	1491.58	0	0
Smic74	1659	1470.58	0	0
Smic75	471	282.713	0	0
Smic76	1341	1152.58	0	0
Smic77	1809	1620.58	0	0
Smic78	408	220.66	0	0
Smic79	5526	5337.58	0	0
Smic80	8853	8664.58	0	0
Smic81	3081	2892.58	0	0
Smic82	2970	2781.58	0	0
Smic83	11577	11388.6	0	0
Smic84	2085	1896.58	0	0
Smic85	687	498.583	0	0
Smic86	2862	2673.58	0	0
Smic87	4305	4116.58	0	0
Smic88	4017	3828.58	0	0
Smic89	2373	2184.58	0	0
Smic90	9591	9402.58	0	0
Smic91	591	402.583	16.9234	149.053
Smic92	3213	3024.58	0	0
Smic93	3789	3600.58	0	0
Smic94	3246	3057.58	0	0
Smic95	801	612.583	0	0
Smic96	3297	3108.58	0	0
Smic97	2724	2535.58	0	0
Smic98	237	59.6545	0	0
Smic99	8709	8520.58	0	0
Smic100	1356	1167.58	0	0
Smic101	4716	4527.58	0	0
Smic102	5841	5652.58	0	0
Smic103	750	561.583	0	0
Smic104	207	38.3139	0	0
Smic105	1641	1452.58	0	0
Smic106	450	261.713	0	0
Smic107	1383	1194.58	0	0
Smic108	1815	1626.58	0	0
Smic109	1257	1068.58	0	0
Smic110	960	771.583	0	0
Smic111	432	243.713	0	0
Smic112	1224	1035.58	0	0
Smic113	1011	822.583	0	0
Smic114	981	792.583	2	8.94734
Smic115	1725	1536.58	0	0
Smic116	1752	1563.58	0	0
Smic117	1485	1296.58	0	0
Smic118	261	80.3073	0	0
Smic119	10275	10086.6	0	0
Smic120	1596	1407.58	0	0
Smic121	8121	7932.58	0	0
Smic122	5316	5127.58	0	0
Smic123	3126	2937.58	11.7592	14.1937
Smic124	336	151.433	0	0
Smic125	489	300.713	0	0
Smic126	240	61.9291	0	0
Smic127	288	105.24	0	0
Smic128	1158	969.583	0	0
Smic129	12531	12342.6	0	0
Smic130	9963	9774.58	0	0
Smic131	15693	15504.6	0	0
Smic132	4320	4131.58	0	0
Smic133	651	462.583	0	0
Smic134	1536	1347.58	0	0
Smic135	8673	8484.58	0	0
Smic136	4059	3870.58	0	0
