target_id	length	eff_length	est_counts	tpm
Smic1	426	215.059	0	0
Smic2	981	767.594	8	0.827542
Smic3	1044	830.594	0	0
Smic4	10524	10310.6	288	2.21789
Smic5	2184	1970.59	191	7.69605
Smic6	528	315.894	26	6.53527
Smic7	852	638.951	28	3.47954
Smic8	1980	1766.59	52	2.33721
Smic9	513	300.986	0	0
Smic10	3087	2873.59	127	3.50921
Smic11	4134	3920.59	65	1.31642
Smic12	6045	5831.59	256	3.48565
Smic13	2631	2417.59	25	0.821085
Smic14	312	110.24	34	24.489
Smic15	2481	2267.59	422	14.7767
Smic16	708	495.3	95	15.2295
Smic17	837	623.951	102	12.9802
Smic18	1068	854.594	208	19.3257
Smic19	1980	1766.59	3	0.134839
Smic20	1905	1691.59	0	0
Smic21	996	782.594	0	0
Smic22	1980	1766.59	0	0
Smic23	1821	1607.59	121	5.97641
Smic24	2373	2159.59	109	4.00761
Smic25	1173	959.594	30	2.48236
Smic26	5430	5216.59	147.141	2.23964
Smic27	11499	11285.6	19	0.133678
Smic28	9642	9428.59	410	3.45278
Smic29	3465	3251.59	235	5.73856
Smic30	5217	5003.59	53	0.841057
Smic31	1281	1067.59	104	7.73497
Smic32	1134	920.594	59	5.0888
Smic33	747	534.3	24	3.56663
Smic34	4509	4295.59	1106.43	20.4518
Smic35	663	450.628	35	6.16711
Smic36	3702	3488.59	282.672	6.43374
Smic37	1983	1769.59	22	0.987144
Smic38	648	435.672	0	0
Smic39	1083	869.594	0	0
Smic40	4248	4034.59	159	3.12917
Smic41	8046	7832.59	265	2.68641
Smic42	3612	3398.59	106	2.4765
Smic43	2310	2096.59	27	1.02254
Smic44	345	138.927	0	0
Smic45	5580	5366.59	198	2.92953
Smic46	717	504.3	0	0
Smic47	2067	1853.59	0	0
Smic48	1422	1208.59	109	7.16107
Smic49	1440	1226.59	19	1.22994
Smic50	7827	7613.59	2	0.020858
Smic51	894	680.816	40	4.66511
Smic52	375	166.577	0	0
Smic53	1182	968.594	0	0
Smic54	750	537.3	39	5.76341
Smic55	2547	2333.59	39	1.327
Smic56	360	152.685	0	0
Smic57	1452	1238.59	98	6.28244
Smic58	336	130.851	0	0
Smic59	669	456.628	0	0
Smic60	2397	2183.59	73	2.6545
Smic61	1974	1760.59	73	3.29227
Smic62	867	653.951	47	5.70669
Smic63	1680	1466.59	70	3.78983
