target_id	length	eff_length	est_counts	tpm
Smic1	426	213.524	0	0
Smic2	981	764.436	6	0.66007
Smic3	1044	827.283	0	0
Smic4	10524	10307.3	140	1.14226
Smic5	2184	1967.28	139	5.94193
Smic6	528	313.026	10	2.68657
Smic7	852	635.929	52	6.87661
Smic8	1980	1763.28	120	5.7232
Smic9	513	298.213	5	1.41001
Smic10	3087	2870.28	184	5.39105
Smic11	4134	3917.28	79	1.69599
Smic12	6045	5828.28	221	3.18883
Smic13	2631	2414.28	35	1.21916
Smic14	312	110.525	11	8.36972
Smic15	2481	2264.28	240	8.91375
Smic16	708	492.448	74	12.6372
Smic17	837	621.055	89	12.0515
Smic18	1068	851.283	150	14.8183
Smic19	1980	1763.28	2	0.0953867
Smic20	1905	1688.28	0	0
Smic21	996	779.283	0	0
Smic22	1980	1763.28	0	0
Smic23	1821	1604.28	97	5.08476
Smic24	2373	2156.28	107	4.17309
Smic25	1173	956.283	67	5.89207
Smic26	5430	5213.28	121.212	1.95531
Smic27	11499	11282.3	48	0.357787
Smic28	9642	9425.28	247	2.20385
Smic29	3465	3248.28	150	3.88345
Smic30	5217	5000.28	47	0.790466
Smic31	1281	1064.28	105	8.29683
Smic32	1134	917.283	34	3.11713
Smic33	747	531.345	26	4.11507
Smic34	4509	4292.28	715.734	14.0231
Smic35	663	447.543	27	5.07351
Smic36	3702	3485.28	231.109	5.57646
Smic37	1983	1766.28	9	0.428511
Smic38	648	432.631	17	3.30454
Smic39	1083	866.283	0	0
Smic40	4248	4031.28	83	1.73147
Smic41	8046	7829.28	189	2.03011
Smic42	3612	3395.28	79	1.95673
Smic43	2310	2093.28	81	3.25415
Smic44	345	138.808	1	0.605852
Smic45	5580	5363.28	105	1.64641
Smic46	717	501.398	0	0
Smic47	2067	1850.28	0	0
Smic48	1422	1205.28	114	7.95418
Smic49	1440	1223.28	42	2.88737
Smic50	7827	7610.28	19	0.209958
Smic51	894	677.732	18	2.23354
Smic52	375	165.563	1	0.507946
Smic53	1182	965.283	0	0
Smic54	750	534.345	45	7.08224
Smic55	2547	2330.28	9	0.324798
Smic56	360	151.926	2	1.10708
Smic57	1452	1235.28	54	3.67627
Smic58	336	130.876	0	0
Smic59	669	453.543	0	0
Smic60	2397	2180.28	41	1.58143
Smic61	1974	1757.28	71	3.39779
Smic62	867	650.864	22	2.84258
Smic63	1680	1463.28	14	0.804599
Smic64	384	173.849	0	0
Smic65	6501	6284.28	0	0
Smic66	867	650.864	0	0
Smic67	528	313.026	0	0
Smic68	645	429.631	14	2.74039
Smic69	696	480.497	8	1.40017
Smic70	2052	1835.28	63	2.8868
Smic71	558	342.928	7	1.71662
Smic72	7701	7484.28	0	0
Smic73	1680	1463.28	0	0
Smic74	1659	1442.28	0	0
Smic75	471	257.033	0	0
Smic76	1341	1124.28	3	0.224401
Smic77	1809	1592.28	0	0
Smic78	408	196.293	15	6.42638
Smic79	5526	5309.28	58.7924	0.931248
Smic80	8853	8636.28	0	0
Smic81	3081	2864.28	0	0
Smic82	2970	2753.28	0	0
Smic83	11577	11360.3	48	0.35533
Smic84	2085	1868.28	46.6565	2.10015
Smic85	687	471.497	10	1.78362
Smic86	2862	2645.28	3	0.0953738
Smic87	4305	4088.28	11.3496	0.233465
Smic88	4017	3800.28	18	0.398324
Smic89	2373	2156.28	21	0.819018
Smic90	9591	9374.28	73	0.654885
Smic91	591	375.75	1	0.223811
Smic92	3213	2996.28	83	2.32957
Smic93	3789	3572.28	159	3.7431
Smic94	3246	3029.28	78	2.16538
Smic95	801	585.174	92	13.2216
Smic96	3297	3080.28	101	2.75747
Smic97	2724	2507.28	62	2.07954
Smic98	237	54.2833	2	3.09844
Smic99	8709	8492.28	235	2.32714
